Event Number,City,Event Name,Latitude,Longitude,Popularity,Start Date,Start Time,Venue
143,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (June 8, 2012)",36.1038329,-114.9346083,0.069404,2012-06-08,22:30:00,"Encore Theatre, Wynn Las Vegas"
144,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (June 9, 2012)",36.1038329,-114.9346083,0.069404,2012-06-09,22:30:00,"Encore Theatre, Wynn Las Vegas"
145,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (June 22, 2012)",36.1038329,-114.9346083,0.069404,2012-06-22,22:30:00,"Encore Theatre, Wynn Las Vegas"
146,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (June 23, 2012)",36.1038329,-114.9346083,0.069404,2012-06-23,22:30:00,"Encore Theatre, Wynn Las Vegas"
147,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (July 19, 2012)",36.1038329,-114.9346083,0.069404,2012-07-19,20:00:00,"Encore Theatre, Wynn Las Vegas"
148,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (July 20, 2012)",36.1038329,-114.9346083,0.069404,2012-07-20,22:30:00,"Encore Theatre, Wynn Las Vegas"
149,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (July 21, 2012)",36.1038329,-114.9346083,0.069404,2012-07-21,22:30:00,"Encore Theatre, Wynn Las Vegas"
150,"Los Angeles, CA, US","Dierks Bentley with Josh Groban, Garth Brooks, and Carrie Underwood at Microsoft Theater (August 14, 2012)",34.0442944,-118.2656014,0.215775,2012-08-14,19:30:00,Microsoft Theater
151,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (August 17, 2012)",36.1038329,-114.9346083,0.069404,2012-08-17,22:30:00,"Encore Theatre, Wynn Las Vegas"
152,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (August 18, 2012)",36.1038329,-114.9346083,0.069404,2012-08-18,22:30:00,"Encore Theatre, Wynn Las Vegas"
153,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (September 21, 2012)",36.1038329,-114.9346083,0.069404,2012-09-21,22:30:00,"Encore Theatre, Wynn Las Vegas"
154,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (September 22, 2012)",36.1038329,-114.9346083,0.069404,2012-09-22,22:30:00,"Encore Theatre, Wynn Las Vegas"
155,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (October 5, 2012)",36.1038329,-114.9346083,0.069404,2012-10-05,22:30:00,"Encore Theatre, Wynn Las Vegas"
156,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (October 6, 2012)",36.1038329,-114.9346083,0.069404,2012-10-06,22:30:00,"Encore Theatre, Wynn Las Vegas"
157,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (October 26, 2012)",36.1038329,-114.9346083,0.069404,2012-10-26,22:30:00,"Encore Theatre, Wynn Las Vegas"
158,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (October 27, 2012)",36.1038329,-114.9346083,0.069404,2012-10-27,22:30:00,"Encore Theatre, Wynn Las Vegas"
159,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (November 16, 2012)",36.1038329,-114.9346083,0.069404,2012-11-16,22:30:00,"Encore Theatre, Wynn Las Vegas"
160,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (November 17, 2012)",36.1038329,-114.9346083,0.069404,2012-11-17,22:30:00,"Encore Theatre, Wynn Las Vegas"
161,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (May 24, 2013)",36.1038329,-114.9346083,0.069404,2013-05-24,22:30:00,"Encore Theatre, Wynn Las Vegas"
162,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (May 25, 2013)",36.1038329,-114.9346083,0.069404,2013-05-25,22:30:00,"Encore Theatre, Wynn Las Vegas"
163,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (July 4, 2013)",36.1038329,-114.9346083,0.069404,2013-07-04,18:30:00,"Encore Theatre, Wynn Las Vegas"
164,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (July 5, 2013)",36.1038329,-114.9346083,0.069404,2013-07-05,20:00:00,"Encore Theatre, Wynn Las Vegas"
165,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (July 6, 2013)",36.1038329,-114.9346083,0.069404,2013-07-06,20:00:00,"Encore Theatre, Wynn Las Vegas"
166,"Norman, OK, US","Toby Keith with Garth Brooks, Willie Nelson, Trisha Yearwood, and 4 more… at Gaylord Family Oklahoma Memorial Stadium (July 6, 2013)",35.2074499,-97.441262,0.134157,2013-07-06,15:00:00,Gaylord Family Oklahoma Memorial Stadium
167,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (October 18, 2013)",36.1038329,-114.9346083,0.069404,2013-10-18,None,"Encore Theatre, Wynn Las Vegas"
168,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (October 19, 2013)",36.1038329,-114.9346083,0.069404,2013-10-19,None,"Encore Theatre, Wynn Las Vegas"
169,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (November 8, 2013)",36.1038329,-114.9346083,0.069404,2013-11-08,None,"Encore Theatre, Wynn Las Vegas"
170,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (November 9, 2013)",36.1038329,-114.9346083,0.069404,2013-11-09,None,"Encore Theatre, Wynn Las Vegas"
171,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (January 3, 2014)",36.1038329,-114.9346083,0.069404,2014-01-03,22:30:00,"Encore Theatre, Wynn Las Vegas"
172,"Las Vegas, NV, US","Garth Brooks at Encore Theatre, Wynn Las Vegas (January 4, 2014)",36.1038329,-114.9346083,0.069404,2014-01-04,22:30:00,"Encore Theatre, Wynn Las Vegas"
173,"Rosemont, IL, US","Garth Brooks and Trisha Yearwood at Allstate Arena (September 4, 2014)",42.0047854,-87.8878325,0.070449,2014-09-04,19:30:00,Allstate Arena
174,"Rosemont, IL, US","Garth Brooks and Trisha Yearwood at Allstate Arena (September 5, 2014)",42.0047854,-87.8878325,0.070449,2014-09-05,22:30:00,Allstate Arena
175,"Rosemont, IL, US","Garth Brooks and Trisha Yearwood at Allstate Arena (September 6, 2014)",42.0047854,-87.8878325,0.070449,2014-09-06,22:30:00,Allstate Arena
176,"Rosemont, IL, US","Garth Brooks with Trisha Yearwood at Allstate Arena (September 6, 2014)",42.0047854,-87.8878325,0.070449,2014-09-06,18:00:00,Allstate Arena
177,"Rosemont, IL, US","Garth Brooks and Trisha Yearwood at Allstate Arena (September 11, 2014)",42.0047854,-87.8878325,0.070311,2014-09-11,19:30:00,Allstate Arena
178,"Rosemont, IL, US","Garth Brooks and Trisha Yearwood at Allstate Arena (September 12, 2014)",42.0047854,-87.8878325,0.070311,2014-09-12,22:30:00,Allstate Arena
179,"Rosemont, IL, US","Garth Brooks and Trisha Yearwood at Allstate Arena (September 13, 2014)",42.0047854,-87.8878325,0.070311,2014-09-13,22:30:00,Allstate Arena
180,"Rosemont, IL, US","Garth Brooks and Trisha Yearwood at Allstate Arena (September 14, 2014)",42.0047854,-87.8878325,0.070311,2014-09-14,19:30:00,Allstate Arena
181,"Atlanta, GA, US","Garth Brooks and Trisha Yearwood at Philips Arena (September 19, 2014)",33.7570952,-84.3971653,0.070163,2014-09-19,22:30:00,Philips Arena
182,"Atlanta, GA, US","Garth Brooks and Trisha Yearwood at Philips Arena (September 20, 2014)",33.7570952,-84.3971653,0.070163,2014-09-20,22:30:00,Philips Arena
183,"Atlanta, GA, US","Garth Brooks and Trisha Yearwood at Philips Arena (September 21, 2014)",33.7570952,-84.3971653,0.070163,2014-09-21,19:30:00,Philips Arena
184,"Atlanta, GA, US","Garth Brooks and Trisha Yearwood at Philips Arena (September 26, 2014)",33.7570952,-84.3971653,0.070023,2014-09-26,19:30:00,Philips Arena
185,"Atlanta, GA, US","Garth Brooks and Trisha Yearwood at Philips Arena (September 27, 2014)",33.7570952,-84.3971653,0.070023,2014-09-27,19:30:00,Philips Arena
186,"Jacksonville, FL, US","Garth Brooks and Trisha Yearwood at Jacksonville Veterans Memorial Arena (October 10, 2014)",30.325811,-81.645058,0.069533,2014-10-10,19:30:00,Jacksonville Veterans Memorial Arena
187,"Jacksonville, FL, US","Garth Brooks and Trisha Yearwood at Jacksonville Veterans Memorial Arena (October 11, 2014)",30.325811,-81.645058,0.069523,2014-10-11,19:30:00,Jacksonville Veterans Memorial Arena
188,"Jacksonville, FL, US","Garth Brooks and Trisha Yearwood at Jacksonville Veterans Memorial Arena (October 12, 2014)",30.325811,-81.645058,0.069512,2014-10-12,19:30:00,Jacksonville Veterans Memorial Arena
189,"Jacksonville, FL, US","Garth Brooks and Trisha Yearwood at Jacksonville Veterans Memorial Arena (October 16, 2014)",30.325811,-81.645058,0.069457,2014-10-16,19:30:00,Jacksonville Veterans Memorial Arena
190,"Jacksonville, FL, US","Garth Brooks and Trisha Yearwood at Jacksonville Veterans Memorial Arena (October 17, 2014)",30.325811,-81.645058,0.06945,2014-10-17,19:30:00,Jacksonville Veterans Memorial Arena
191,"Jacksonville, FL, US","Garth Brooks and Trisha Yearwood at Jacksonville Veterans Memorial Arena (October 18, 2014)",30.325811,-81.645058,0.069454,2014-10-18,19:30:00,Jacksonville Veterans Memorial Arena
192,"Lexington, KY, US","Garth Brooks and Trisha Yearwood at Rupp Arena (October 31, 2014)",38.0491448,-84.5010157,0.069358,2014-10-31,22:30:00,Rupp Arena
193,"Lexington, KY, US","Garth Brooks and Trisha Yearwood at Rupp Arena (November 1, 2014)",38.0491448,-84.5010157,0.069354,2014-11-01,22:30:00,Rupp Arena
194,"Minneapolis, MN, US","Garth Brooks with Trisha Yearwood at Target Center (November 6, 2014)",44.979657,-93.274889,0.06941,2014-11-06,19:30:00,Target Center
195,"Minneapolis, MN, US","Garth Brooks with Trisha Yearwood at Target Center (November 7, 2014)",44.979657,-93.274889,0.069401,2014-11-07,22:30:00,Target Center
196,"Minneapolis, MN, US","Garth Brooks with Trisha Yearwood at Target Center (November 8, 2014)",44.979657,-93.274889,0.069401,2014-11-08,22:30:00,Target Center
197,"Minneapolis, MN, US","Garth Brooks with Trisha Yearwood at Target Center (November 9, 2014)",44.979657,-93.274889,0.069401,2014-11-09,19:00:00,Target Center
198,"Minneapolis, MN, US","Garth Brooks with Trisha Yearwood at Target Center (November 13, 2014)",44.979657,-93.274889,0.069401,2014-11-13,19:30:00,Target Center
199,"Minneapolis, MN, US","Garth Brooks with Trisha Yearwood at Target Center (November 14, 2014)",44.979657,-93.274889,0.069401,2014-11-14,22:30:00,Target Center
200,"Minneapolis, MN, US","Garth Brooks with Trisha Yearwood at Target Center (November 15, 2014)",44.979657,-93.274889,0.069401,2014-11-15,22:30:00,Target Center
201,"Greensboro, NC, US","Garth Brooks and Trisha Yearwood at Greensboro Coliseum Complex (November 19, 2014)",36.0597573,-79.8256684,0.069401,2014-11-19,19:30:00,Greensboro Coliseum Complex
202,"Greensboro, NC, US","Garth Brooks and Trisha Yearwood with Lecrae at War Memorial Auditorium, Greensboro Coliseum Complex (November 20, 2014)",36.0597573,-79.8256684,0.069297,2014-11-20,19:30:00,"War Memorial Auditorium, Greensboro Coliseum Complex"
203,"Greensboro, NC, US","Garth Brooks and Trisha Yearwood at Greensboro Coliseum Complex (November 21, 2014)",36.0597573,-79.8256684,0.069401,2014-11-21,19:30:00,Greensboro Coliseum Complex
204,"Greensboro, NC, US","Garth Brooks and Trisha Yearwood at Greensboro Coliseum Complex (November 22, 2014)",36.0597573,-79.8256684,0.069401,2014-11-22,19:30:00,Greensboro Coliseum Complex
205,"Greensboro, NC, US","Garth Brooks and Trisha Yearwood at Greensboro Coliseum Complex (November 23, 2014)",36.0597573,-79.8256684,0.069401,2014-11-23,19:00:00,Greensboro Coliseum Complex
206,"St Louis, MO, US","Garth Brooks and Trisha Yearwood at Scottrade Center (December 4, 2014)",38.626175,-90.202131,0.069223,2014-12-04,19:30:00,Scottrade Center
207,"St Louis, MO, US","Garth Brooks and Trisha Yearwood at Scottrade Center (December 5, 2014)",38.626175,-90.202131,0.069224,2014-12-05,19:00:00,Scottrade Center
208,"St Louis, MO, US","Garth Brooks and Trisha Yearwood at Scottrade Center (December 6, 2014)",38.626175,-90.202131,0.069211,2014-12-06,19:00:00,Scottrade Center
209,"St Louis, MO, US","Garth Brooks and Trisha Yearwood at Scottrade Center (December 7, 2014)",38.626175,-90.202131,0.069189,2014-12-07,19:00:00,Scottrade Center
210,"North Little Rock, AR, US","Garth Brooks and Trisha Yearwood at Verizon Arena (December 11, 2014)",34.7549408,-92.2643137,0.064346,2014-12-11,19:30:00,Verizon Arena
211,"North Little Rock, AR, US","Garth Brooks and Trisha Yearwood at Verizon Arena (December 12, 2014)",34.7549408,-92.2643137,0.064346,2014-12-12,19:00:00,Verizon Arena
212,"North Little Rock, AR, US","Garth Brooks and Trisha Yearwood at Verizon Arena (December 13, 2014)",34.7549408,-92.2643137,0.064346,2014-12-13,19:00:00,Verizon Arena
213,"Nashville, TN, US","Kelly Clarkson with Trisha Yearwood, Reba McEntire, Garth Brooks, and 4 more… at Bridgestone Arena (December 20, 2014)",36.159949,-86.77857,0.320846,2014-12-20,19:30:00,Bridgestone Arena
214,"Tulsa, OK, US","Garth Brooks and Trisha Yearwood at BOK Center (January 9, 2015)",36.152764,-95.996227,0.069195,2015-01-09,19:00:00,BOK Center
215,"Tulsa, OK, US","Garth Brooks and Trisha Yearwood at BOK Center (January 10, 2015)",36.152764,-95.996227,0.069212,2015-01-10,22:30:00,BOK Center
216,"Tulsa, OK, US","Garth Brooks and Trisha Yearwood at BOK Center (January 11, 2015)",36.152764,-95.996227,0.069219,2015-01-11,19:00:00,BOK Center
217,"Tulsa, OK, US","Garth Brooks and Trisha Yearwood at BOK Center (January 15, 2015)",36.152764,-95.996227,0.06924,2015-01-15,19:00:00,BOK Center
218,"Tulsa, OK, US","Garth Brooks and Trisha Yearwood at BOK Center (January 16, 2015)",36.152764,-95.996227,0.069259,2015-01-16,19:00:00,BOK Center
219,"Tulsa, OK, US","Garth Brooks and Trisha Yearwood at BOK Center (January 17, 2015)",36.152764,-95.996227,0.069257,2015-01-17,19:00:00,BOK Center
220,"Boston, MA, US","Garth Brooks and Trisha Yearwood at TD Garden (January 22, 2015)",42.3661881,-71.0621482,0.06925,2015-01-22,19:30:00,TD Garden
221,"Boston, MA, US","Garth Brooks and Trisha Yearwood at TD Garden (January 23, 2015)",42.3661881,-71.0621482,0.069245,2015-01-23,19:00:00,TD Garden
222,"Boston, MA, US","Garth Brooks and Trisha Yearwood at TD Garden (January 24, 2015)",42.3661881,-71.0621482,0.069261,2015-01-24,19:00:00,TD Garden
223,"Boston, MA, US","Garth Brooks and Trisha Yearwood at TD Garden (January 25, 2015)",42.3661881,-71.0621482,0.06926,2015-01-25,19:00:00,TD Garden
224,"Pittsburgh, PA, US","Garth Brooks and Trisha Yearwood at PPG Paints Arena (February 5, 2015)",40.4395932,-79.9889352,0.060808,2015-02-05,19:30:00,PPG Paints Arena
225,"Pittsburgh, PA, US","Garth Brooks and Trisha Yearwood at PPG Paints Arena (February 6, 2015)",40.4395932,-79.9889352,0.060808,2015-02-06,18:30:00,PPG Paints Arena
226,"Pittsburgh, PA, US","Garth Brooks and Trisha Yearwood at PPG Paints Arena (February 7, 2015)",40.4395932,-79.9889352,0.060808,2015-02-07,18:30:00,PPG Paints Arena
227,"Pittsburgh, PA, US","Garth Brooks and Trisha Yearwood at PPG Paints Arena (February 8, 2015)",40.4395932,-79.9889352,0.060808,2015-02-08,19:00:00,PPG Paints Arena
228,"Detroit, MI, US","Garth Brooks and Trisha Yearwood at Joe Louis Arena (February 20, 2015)",42.3251899,-83.051362,0.069348,2015-02-20,19:00:00,Joe Louis Arena
229,"Detroit, MI, US","Garth Brooks and Trisha Yearwood at Joe Louis Arena (February 21, 2015)",42.3251899,-83.051362,0.069341,2015-02-21,22:30:00,Joe Louis Arena
230,"Detroit, MI, US","Garth Brooks and Trisha Yearwood at Joe Louis Arena (February 27, 2015)",42.3251899,-83.051362,0.069354,2015-02-27,19:00:00,Joe Louis Arena
231,"Detroit, MI, US","Garth Brooks and Trisha Yearwood at Joe Louis Arena (February 28, 2015)",42.3251899,-83.051362,0.06935,2015-02-28,22:30:00,Joe Louis Arena
232,"Buffalo, NY, US","Garth Brooks with Trisha Yearwood at KeyBank Center (March 5, 2015)",42.8749473,-78.8762459,0.061131,2015-03-05,19:30:00,KeyBank Center
233,"Buffalo, NY, US","Garth Brooks with Trisha Yearwood at KeyBank Center (March 6, 2015)",42.8749473,-78.8762459,0.061131,2015-03-06,22:30:00,KeyBank Center
234,"Buffalo, NY, US","Garth Brooks with Trisha Yearwood at KeyBank Center (March 7, 2015)",42.8749473,-78.8762459,0.061131,2015-03-07,18:00:00,KeyBank Center
235,"Buffalo, NY, US","Garth Brooks with Trisha Yearwood at KeyBank Center (March 8, 2015)",42.8749473,-78.8762459,0.061131,2015-03-08,19:00:00,KeyBank Center
236,"Denver, CO, US","Garth Brooks with Trisha Yearwood at Pepsi Center (March 18, 2015)",39.745565,-105.010476,0.069345,2015-03-18,19:00:00,Pepsi Center
237,"Denver, CO, US","Garth Brooks with Trisha Yearwood at Pepsi Center (March 19, 2015)",39.745565,-105.010476,0.069341,2015-03-19,19:30:00,Pepsi Center
238,"Denver, CO, US","Garth Brooks with Trisha Yearwood at Pepsi Center (March 20, 2015)",39.745565,-105.010476,0.069328,2015-03-20,19:00:00,Pepsi Center
239,"Denver, CO, US","Garth Brooks with Trisha Yearwood at Pepsi Center (March 21, 2015)",39.745565,-105.010476,0.069333,2015-03-21,22:30:00,Pepsi Center
240,"Denver, CO, US","Garth Brooks with Trisha Yearwood at Pepsi Center (March 22, 2015)",39.745565,-105.010476,0.069324,2015-03-22,19:00:00,Pepsi Center
241,"Denver, CO, US","Garth Brooks with Trisha Yearwood at Pepsi Center (March 24, 2015)",39.745565,-105.010476,0.069324,2015-03-24,19:30:00,Pepsi Center
242,"Sacramento, CA, US","Garth Brooks and Trisha Yearwood at Sleep Train Arena (March 27, 2015)",38.648005,-121.517077,0.069318,2015-03-27,19:00:00,Sleep Train Arena
243,"Sacramento, CA, US","Garth Brooks and Trisha Yearwood at Sleep Train Arena (March 28, 2015)",38.648005,-121.517077,0.069315,2015-03-28,19:00:00,Sleep Train Arena
244,"Sacramento, CA, US","Garth Brooks and Trisha Yearwood at Sleep Train Arena (March 29, 2015)",38.648005,-121.517077,0.069322,2015-03-29,19:30:00,Sleep Train Arena
245,"Sacramento, CA, US","Garth Brooks and Trisha Yearwood at Sleep Train Arena (March 31, 2015)",38.648005,-121.517077,0.069321,2015-03-31,19:30:00,Sleep Train Arena
246,"Sacramento, CA, US","Garth Brooks and Trisha Yearwood at Sleep Train Arena (April 1, 2015)",38.648005,-121.517077,0.069307,2015-04-01,19:30:00,Sleep Train Arena
247,"Portland, OR, US","Garth Brooks and Trisha Yearwood at The Moda Center (April 12, 2015)",45.5318596,-122.6668196,0.055931,2015-04-12,16:00:00,The Moda Center
248,"Portland, OR, US","Garth Brooks and Trisha Yearwood at The Moda Center (April 13, 2015)",45.5318596,-122.6668196,0.055931,2015-04-13,19:30:00,The Moda Center
249,"Portland, OR, US","Garth Brooks and Trisha Yearwood at The Moda Center (April 15, 2015)",45.5318596,-122.6668196,0.055931,2015-04-15,19:30:00,The Moda Center
250,"Portland, OR, US","Garth Brooks and Trisha Yearwood at The Moda Center (April 16, 2015)",45.5318596,-122.6668196,0.055931,2015-04-16,19:30:00,The Moda Center
251,"University Park, PA, US","Garth Brooks and Trisha Yearwood at Bryce Jordan Center (April 24, 2015)",40.8035111,-77.8666435,0.069333,2015-04-24,19:00:00,Bryce Jordan Center
252,"University Park, PA, US","Garth Brooks and Trisha Yearwood at Bryce Jordan Center (April 25, 2015)",40.8035111,-77.8666435,0.069333,2015-04-25,22:30:00,Bryce Jordan Center
253,"University Park, PA, US","Garth Brooks and Trisha Yearwood at Bryce Jordan Center (May 1, 2015)",40.8035111,-77.8666435,0.06928,2015-05-01,19:00:00,Bryce Jordan Center
254,"University Park, PA, US","Garth Brooks and Trisha Yearwood at Bryce Jordan Center (May 2, 2015)",40.8035111,-77.8666435,0.069253,2015-05-02,22:30:00,Bryce Jordan Center
255,"Omaha, NE, US","Garth Brooks and Trisha Yearwood at CenturyLink Center & Arena (May 7, 2015)",41.2637186,-95.9292658,0.068315,2015-05-07,19:30:00,CenturyLink Center & Arena
256,"Omaha, NE, US","Garth Brooks and Trisha Yearwood at CenturyLink Center & Arena (May 8, 2015)",41.2637186,-95.9292658,0.068306,2015-05-08,22:30:00,CenturyLink Center & Arena
257,"Omaha, NE, US","Garth Brooks and Trisha Yearwood at CenturyLink Center & Arena (May 9, 2015)",41.2637186,-95.9292658,0.068292,2015-05-09,22:30:00,CenturyLink Center & Arena
258,"Omaha, NE, US","Garth Brooks and Trisha Yearwood at CenturyLink Center & Arena (May 10, 2015)",41.2637186,-95.9292658,0.068291,2015-05-10,19:00:00,CenturyLink Center & Arena
259,"Knoxville, TN, US","Garth Brooks with Trisha Yearwood at Thompson-Boling Arena, University of Tennessee (May 28, 2015)",35.9525345,-83.9246578,0.06821,2015-05-28,19:30:00,"Thompson-Boling Arena, University of Tennessee"
260,"Knoxville, TN, US","Garth Brooks with Trisha Yearwood at Thompson-Boling Arena, University of Tennessee (May 29, 2015)",35.9525345,-83.9246578,0.068204,2015-05-29,19:30:00,"Thompson-Boling Arena, University of Tennessee"
261,"Knoxville, TN, US","Garth Brooks with Trisha Yearwood at Thompson-Boling Arena, University of Tennessee (May 30, 2015)",35.9525345,-83.9246578,0.068195,2015-05-30,19:30:00,"Thompson-Boling Arena, University of Tennessee"
262,"Knoxville, TN, US","Garth Brooks with Trisha Yearwood at Thompson-Boling Arena, University of Tennessee (May 31, 2015)",35.9525345,-83.9246578,0.068187,2015-05-31,19:30:00,"Thompson-Boling Arena, University of Tennessee"
263,"Birmingham, AL, US","Garth Brooks and Trisha Yearwood at Legacy Arena at the BJCC (June 12, 2015)",33.5230741,-86.8114115,0.052344,2015-06-12,19:00:00,Legacy Arena at the BJCC
264,"Birmingham, AL, US","Garth Brooks and Trisha Yearwood at Legacy Arena at the BJCC (June 13, 2015)",33.5230741,-86.8114115,0.052344,2015-06-13,22:30:00,Legacy Arena at the BJCC
265,"Houston, TX, US","Garth Brooks with Trisha Yearwood at Toyota Center (June 26, 2015)",29.7519787,-95.3621823,0.067968,2015-06-26,None,Toyota Center
266,"Houston, TX, US","Garth Brooks with Trisha Yearwood at Toyota Center (June 27, 2015)",29.7519787,-95.3621823,0.067966,2015-06-27,None,Toyota Center
267,"Houston, TX, US","Garth Brooks with Trisha Yearwood at Toyota Center (July 3, 2015)",29.7519787,-95.3621823,0.067324,2015-07-03,None,Toyota Center
268,"Houston, TX, US","Garth Brooks with Trisha Yearwood at Toyota Center (July 4, 2015)",29.7519787,-95.3621823,0.067324,2015-07-04,None,Toyota Center
269,"New Orleans, LA, US","Garth Brooks and Trisha Yearwood at Smoothie King Center (July 10, 2015)",29.948996,-90.0798292,0.067305,2015-07-10,19:00:00,Smoothie King Center
270,"New Orleans, LA, US","Garth Brooks and Trisha Yearwood at Smoothie King Center (July 11, 2015)",29.948996,-90.0798292,0.0673,2015-07-11,22:30:00,Smoothie King Center
271,"New Orleans, LA, US","Garth Brooks and Trisha Yearwood at Smoothie King Center (July 12, 2015)",29.948996,-90.0798292,0.067292,2015-07-12,19:30:00,Smoothie King Center
272,"Dallas, TX, US","Garth Brooks with Trisha Yearwood at American Airlines Center (September 17, 2015)",32.790442,-96.810159,0.066689,2015-09-17,19:30:00,American Airlines Center
273,"Dallas, TX, US","Garth Brooks with Trisha Yearwood at American Airlines Center (September 18, 2015)",32.790442,-96.810159,0.06667,2015-09-18,19:00:00,American Airlines Center
274,"Dallas, TX, US","Garth Brooks at American Airlines Center (September 18, 2015)",32.790442,-96.810159,0.06667,2015-09-18,22:30:00,American Airlines Center
275,"Dallas, TX, US","Garth Brooks with Trisha Yearwood at American Airlines Center (September 19, 2015)",32.790442,-96.810159,0.066666,2015-09-19,19:00:00,American Airlines Center
276,"Dallas, TX, US","Garth Brooks at American Airlines Center (September 19, 2015)",32.790442,-96.810159,0.066666,2015-09-19,22:30:00,American Airlines Center
277,"Dallas, TX, US","Garth Brooks with Trisha Yearwood at American Airlines Center (September 20, 2015)",32.790442,-96.810159,0.066657,2015-09-20,19:30:00,American Airlines Center
278,"Dallas, TX, US","Garth Brooks with Trisha Yearwood at American Airlines Center (September 22, 2015)",32.790442,-96.810159,0.066629,2015-09-22,19:30:00,American Airlines Center
279,"Milwaukee, WI, US","Garth Brooks at BMO Harris Bradley Center (September 25, 2015)",43.043728,-87.917166,0.066596,2015-09-25,19:00:00,BMO Harris Bradley Center
280,"Milwaukee, WI, US","Garth Brooks at BMO Harris Bradley Center (September 26, 2015)",43.043728,-87.917166,0.066581,2015-09-26,19:00:00,BMO Harris Bradley Center
281,"Milwaukee, WI, US","Garth Brooks at BMO Harris Bradley Center (September 26, 2015)",43.043728,-87.917166,0.066581,2015-09-26,22:30:00,BMO Harris Bradley Center
282,"Cleveland, OH, US","Garth Brooks with Trisha Yearwood at Quicken Loans Arena (October 9, 2015)",41.4967035,-81.6894825,0.066446,2015-10-09,None,Quicken Loans Arena
283,"Cleveland, OH, US","Garth Brooks with Trisha Yearwood at Quicken Loans Arena (October 10, 2015)",41.4967035,-81.6894825,0.066446,2015-10-10,None,Quicken Loans Arena
284,"Phoenix, AZ, US","Garth Brooks and Trisha Yearwood at Talking Stick Resort Arena (October 16, 2015)",33.445899,-112.071313,0.066372,2015-10-16,19:00:00,Talking Stick Resort Arena
285,"Phoenix, AZ, US","Garth Brooks and Trisha Yearwood at Talking Stick Resort Arena (October 17, 2015)",33.445899,-112.071313,0.066365,2015-10-17,19:00:00,Talking Stick Resort Arena
286,"Phoenix, AZ, US","Garth Brooks and Trisha Yearwood at Talking Stick Resort Arena (October 23, 2015)",33.445899,-112.071313,0.066328,2015-10-23,19:00:00,Talking Stick Resort Arena
287,"Phoenix, AZ, US","Garth Brooks with Trisha Yearwood at Talking Stick Resort Arena (October 23, 2015)",33.445899,-112.071313,0.066328,2015-10-23,22:30:00,Talking Stick Resort Arena
288,"Phoenix, AZ, US","Garth Brooks with Trisha Yearwood at Talking Stick Resort Arena (October 24, 2015)",33.445899,-112.071313,0.066318,2015-10-24,19:00:00,Talking Stick Resort Arena
289,"Phoenix, AZ, US","Garth Brooks with Trisha Yearwood at Talking Stick Resort Arena (October 24, 2015)",33.445899,-112.071313,0.066318,2015-10-24,22:30:00,Talking Stick Resort Arena
290,"Salt Lake City, UT, US","Garth Brooks with Trisha Yearwood at Vivint Smart Home Arena (October 29, 2015)",40.7677204,-111.9011271,0.066269,2015-10-29,19:30:00,Vivint Smart Home Arena
291,"Salt Lake City, UT, US","Garth Brooks with Trisha Yearwood at Vivint Smart Home Arena (October 30, 2015)",40.7677204,-111.9011271,0.066271,2015-10-30,22:30:00,Vivint Smart Home Arena
