Event Number,City,Event Name,Latitude,Longitude,Popularity,Start Date,Start Time,Venue
46,"Chalmette, LA, US","Back to School Power Jam with Mystikal, Cali Swag District, J. Cole, and 5 more… at Frederick J. Sigur Civic Center (September 18, 2010)",29.9541806,-89.9805326,0.198233,2010-09-18,15:00:00,Frederick J. Sigur Civic Center
47,"Hayward, CA, US","J. Cole at Cal State East Bay (October 7, 2010)",37.6588756,-122.062663,0.162713,2010-10-07,None,Cal State East Bay
48,"Rochester, NY, US","We The Kings with J. Cole at Clark Gymnasium, RIT (October 8, 2010)",43.0907739,-77.6748753,0.318407,2010-10-08,20:00:00,"Clark Gymnasium, RIT"
49,"Norfolk, VA, US","J. Cole with Cole at The NorVa (October 27, 2010)",36.850247,-76.289459,0.198233,2010-10-27,21:00:00,The NorVa
50,"Columbus, OH, US","J. Cole at Newport Music Hall (November 3, 2010)",39.997525,-83.0074283,0.198233,2010-11-03,19:00:00,Newport Music Hall
51,"Covington, KY, US","J. Cole at Madison Theater (November 4, 2010)",39.082786,-84.509545,0.162713,2010-11-04,None,Madison Theater
52,"Kalamazoo, MI, US","J. Cole at Miller Auditorium - Western Michigan University (November 6, 2010)",42.2786709,-85.6160844,0.317167,2010-11-06,None,Miller Auditorium - Western Michigan University
53,"Grand Rapids, MI, US","J. Cole at Intersection (November 8, 2010)",42.960082,-85.674089,0.198233,2010-11-08,19:00:00,Intersection
54,"Orono, ME, US","Ludacris with J. Cole at Harold Alfond Sports Arena (November 9, 2010)",44.9024546,-68.6638413,0.289252,2010-11-09,None,Harold Alfond Sports Arena
55,"Lawrence, KS, US","J. Cole with K. Michelle and CJ Hilton at Granada Theatre (November 11, 2010)",38.9647957,-95.2358532,0.370947,2010-11-11,21:00:00,Granada Theatre
56,"Omaha, NE, US","J. Cole at Sokol Underground (November 14, 2010)",41.238645,-95.933738,0.198233,2010-11-14,19:30:00,Sokol Underground
57,"Aspen, CO, US","J. Cole at Belly Up Aspen (November 16, 2010)",39.1876015,-106.8190064,0.198233,2010-11-16,21:00:00,Belly Up Aspen
58,"Boulder, CO, US","J. Cole with K. Michelle and CJ Hilton at Fox Theatre (November 17, 2010)",40.0079953,-105.2762858,0.370947,2010-11-17,21:30:00,Fox Theatre
59,"Tempe, AZ, US","J. Cole with Cole at Clubhouse Music Venue (November 19, 2010)",33.4081169,-111.8592332,0.23067,2010-11-19,20:00:00,Clubhouse Music Venue
60,"West Hollywood, CA, US","J. Cole with CJ Hilton, Kate Mitchell, K. Michelle, and 1 more… at Key Club (November 20, 2010)",34.0909059,-118.388914,0.370947,2010-11-20,20:30:00,Key Club
61,"Seattle, WA, US","J. Cole at Neumos Crystal Ball Reading Room (November 24, 2010)",47.6140125,-122.3200355,0.198233,2010-11-24,20:00:00,Neumos Crystal Ball Reading Room
62,"Portland, OR, US","J. Cole with K. Michelle and C.j. Hilson at Roseland Theater (November 25, 2010)",45.5233129,-122.6764367,0.370947,2010-11-25,20:00:00,Roseland Theater
63,"San Jose, CA, US","J. Cole with CJ Hilton and K. Michelle at VooDoo Lounge (November 26, 2010)",37.3367008,-121.8894898,0.370947,2010-11-26,21:00:00,VooDoo Lounge
64,"Las Vegas, NV, US","J. Cole at Haze Nightclub (November 27, 2010)",36.1071379,-115.17316,0.162713,2010-11-27,None,Haze Nightclub
65,"Portland, ME, US","J. Cole with Thommy and Spose at Port City Music Hall (December 1, 2010)",43.6564183,-70.2604589,0.162713,2010-12-01,None,Port City Music Hall
66,"New York, NY, US","J. Cole with K. Michelle and CJ Hilton at Highline Ballroom (December 5, 2010)",40.7430022,-74.0059194,0.370947,2010-12-05,20:00:00,Highline Ballroom
67,"Springfield, MA, US","J. Cole with Chris Webby, Gilbere Forte, and Aziz at Paramount Theater (December 11, 2010)",42.105218,-72.5929401,0.373658,2010-12-11,None,Paramount Theater
68,"Los Angeles, CA, US","J. Cole with Big Sean at Luckman Fine Arts Complex (February 10, 2011)",34.0646447,-118.1696118,0.164816,2011-02-10,None,Luckman Fine Arts Complex
69,"Montebello, CA, US","J. Cole at QC's 20/20 (February 17, 2011)",34.0272862,-118.1324029,0.198233,2011-02-17,20:00:00,QC's 20/20
70,"Anaheim, CA, US","Dance Dance Heart Attack with J. Cole, Wale, and Roc Nation at House of Blues - Old Location (February 18, 2011)",33.8095381,-117.9229779,0.386852,2011-02-18,20:00:00,House of Blues - Old Location
71,"West Hollywood, CA, US","J. Cole and Wale at House of Blues Sunset Strip (February 18, 2011)",34.0948759,-118.3736656,0.240508,2011-02-18,20:00:00,House of Blues Sunset Strip
72,"Gainesville, FL, US","B.o.B with Wale, J. Cole, and Playboy Tre at Stephen C. O'Connell Center (February 26, 2011)",29.6521198,-82.349749,0.398483,2011-02-26,19:00:00,Stephen C. O'Connell Center
73,"Columbia, MO, US","J. Cole at Jesse Auditorium (March 12, 2011)",38.945212,-92.3287105,0.198233,2011-03-12,20:00:00,Jesse Auditorium
74,"Austin, TX, US","Curren$y with Big Sean, Miguel, Melanie Fiona, and 11 more… at Kiss And Fly (March 17, 2011)",30.267005,-97.744957,0.398483,2011-03-17,20:00:00,Kiss And Fly
75,"Orlando, FL, US","J. Cole, Foxy Shazam, The Movement, We The Kings, and 3 more… at CFE Arena (March 20, 2011)",28.607225,-81.1973669,0.318407,2011-03-20,18:00:00,CFE Arena
76,"St Joseph, MO, US","J. Cole at St. Joseph Civic Arena (April 6, 2011)",39.7665962,-94.8554451,0.198233,2011-04-06,20:00:00,St. Joseph Civic Arena
77,"Washington, DC, US","J. Cole at U Street Music Hall (April 17, 2011)",38.917202,-77.027764,0.162713,2011-04-17,None,U Street Music Hall
78,"Atlantic City, NJ, US","J. Cole at House of Blues (April 29, 2011)",39.3617,-74.418414,0.198233,2011-04-29,19:00:00,House of Blues
79,"Newark, DE, US","J. Cole at University of Delaware (May 3, 2011)",39.6673566,-75.7502314,0.34855,2011-05-03,20:00:00,University of Delaware
80,"New York, NY, US","J. Cole and Fabolous with Lloyd Banks at Manhattan Center Hammerstein Ballroom (May 5, 2011)",40.7528457,-73.9941767,0.280253,2011-05-05,None,Manhattan Center Hammerstein Ballroom
81,"Hartford, CT, US","Lupe Fiasco and Fabolous with Jeremiah, DJ Khaled, and 2 more… at XL Center (June 2, 2011)",41.7780919,-72.6802608,0.315701,2011-06-02,19:00:00,XL Center
82,"Baltimore, MD, US","Rihanna with Cee Lo Green and J. Cole at Royal Farms Arena (June 4, 2011)",39.2884951,-76.6186943,0.900814,2011-06-04,19:30:00,Royal Farms Arena
83,"Auburn Hills, MI, US","Rihanna with J. Cole and B.o.B at The Palace of Auburn Hills (June 14, 2011)",42.696511,-83.2437214,0.897226,2011-06-14,19:30:00,The Palace of Auburn Hills
84,"Chicago, IL, US","Rihanna with J. Cole and B.o.B at United Center (June 15, 2011)",41.8812601,-87.674145,0.897226,2011-06-15,19:30:00,United Center
85,"Los Angeles, CA, US","J. Cole and DJ Khaled at Playhouse (June 26, 2011)",34.1015349,-118.3313847,0.197854,2011-06-26,None,Playhouse
86,"Los Angeles, CA, US","Rihanna with Cee Lo Green and J. Cole at Staples Center (June 28, 2011)",34.042984,-118.2668182,0.900662,2011-06-28,19:30:00,Staples Center
87,"Anaheim, CA, US","Rihanna with Cee Lo Green and J. Cole at Honda Center (June 29, 2011)",33.807723,-117.876522,0.900662,2011-06-29,19:30:00,Honda Center
88,"Oakland, CA, US","Rihanna with Cee Lo Green and J. Cole at Oracle Arena (June 30, 2011)",37.7515541,-122.2015715,0.900662,2011-06-30,19:30:00,Oracle Arena
89,"Albuquerque, NM, US","Rihanna with Cee Lo Green, J. Cole, and Cee Lo at Hard Rock Pavilion (July 4, 2011)",34.9379864,-106.6623463,0.900662,2011-07-04,19:30:00,Hard Rock Pavilion
90,"Dallas, TX, US","Rihanna with Cee Lo Green and J. Cole at American Airlines Center (July 8, 2011)",32.790442,-96.810159,0.900662,2011-07-08,19:30:00,American Airlines Center
91,"Houston, TX, US","Rihanna with J. Cole at Toyota Center (July 9, 2011)",29.7519787,-95.3621823,0.900662,2011-07-09,19:30:00,Toyota Center
92,"Roanoke, VA, US","Adina Howard, H-Town, Case, Sunshine Anderson, and 2 more… at Berglund Performing Arts Theatre (July 9, 2011)",37.2789719,-79.9359444,0.218373,2011-07-09,None,Berglund Performing Arts Theatre
93,"Atlanta, GA, US","Rihanna with Cee Lo Green and J. Cole at State Bank Amphitheatre at Chastain Park (July 12, 2011)",33.8766169,-84.3960225,0.93514,2011-07-12,19:30:00,State Bank Amphitheatre at Chastain Park
94,"Sunrise, FL, US","Rihanna with Cee Lo Green, J. Cole, and Cee Lo at BB&T Center (July 14, 2011)",26.155362,-80.33023,0.900662,2011-07-14,19:30:00,BB&T Center
95,"Greensboro, NC, US","Rihanna with Cee Lo Green, J. Cole, and Cee Lo at Greensboro Coliseum Complex (July 16, 2011)",36.0597573,-79.8256684,0.900662,2011-07-16,19:30:00,Greensboro Coliseum Complex
96,"Uniondale, NY, US","Rihanna with Cee Lo Green, J. Cole, and Cee Lo at NYCB LIVE: Home of the Nassau Veterans Memorial Coliseum (July 19, 2011)",40.7228919,-73.5905136,0.944455,2011-07-19,19:30:00,NYCB LIVE: Home of the Nassau Veterans Memorial Coliseum
97,"East Rutherford, NJ, US","Rihanna with Cee Lo Green, J. Cole, and Cee Lo at Izod Center (July 21, 2011)",40.8129701,-74.0701818,0.900662,2011-07-21,19:30:00,Izod Center
98,"Philadelphia, PA, US","Rihanna with Cee Lo Green, J. Cole, and Cee Lo at Wells Fargo Center (July 23, 2011)",39.9042715,-75.1713324,0.900662,2011-07-23,19:30:00,Wells Fargo Center
99,"Boston, MA, US","Rihanna with Cee Lo Green and J. Cole at TD Garden (July 24, 2011)",42.3661881,-71.0621482,0.900662,2011-07-24,19:30:00,TD Garden
100,"New York, NY, US","Estelle, Fabolous, Kelly Rowland, Big Sean, and 3 more… at Governor's Island (August 21, 2011)",40.6907971,-74.016453,0.249002,2011-08-21,20:00:00,Governor's Island
101,"Orlando, FL, US","Swirl and J. Cole at The Beacham (September 10, 2011)",28.542972,-81.379375,0.268561,2011-09-10,21:00:00,The Beacham
102,"Houston, TX, US","J. Cole at The Ballroom at Warehouse Live (September 14, 2011)",29.7521221,-95.3546736,0.198233,2011-09-14,20:00:00,The Ballroom at Warehouse Live
103,"New Orleans, LA, US","J. Cole at House of Blues (September 15, 2011)",29.9531604,-90.0661661,0.198233,2011-09-15,20:00:00,House of Blues
104,"Dallas, TX, US","J. Cole at Palladium Ballroom (September 16, 2011)",32.768777,-96.797987,0.198233,2011-09-16,20:00:00,Palladium Ballroom
105,"Austin, TX, US","J. Cole at Emo's Austin (September 17, 2011)",30.2403964,-97.7282016,0.266535,2011-09-17,21:00:00,Emo's Austin
106,"Denver, CO, US","J. Cole at Ogden Theatre (September 19, 2011)",39.740118,-104.975305,0.198233,2011-09-19,20:00:00,Ogden Theatre
107,"Scottsdale, AZ, US","J. Cole at Venue of Scottsdale (September 21, 2011)",33.495978,-111.927635,0.198233,2011-09-21,20:30:00,Venue of Scottsdale
108,"Los Angeles, CA, US","J. Cole at The Novo by Microsoft (September 22, 2011)",34.0449376,-118.2654979,0.326844,2011-09-22,19:30:00,The Novo by Microsoft
109,"San Francisco, CA, US","J. Cole at The Regency Ballroom (September 23, 2011)",37.7878749,-122.421425,0.315674,2011-09-23,21:00:00,The Regency Ballroom
110,"St Petersburg, FL, US","J. Cole at Jannus Live (September 24, 2011)",27.771666,-82.636035,0.280756,2011-09-24,18:30:00,Jannus Live
111,"Orlando, FL, US","J. Cole at The Beacham (September 30, 2011)",28.542972,-81.379375,0.268561,2011-09-30,21:00:00,The Beacham
112,"Fort Lauderdale, FL, US","J. Cole at Revolution Live (October 1, 2011)",26.1211786,-80.146326,0.198233,2011-10-01,19:00:00,Revolution Live
113,"Atlanta, GA, US","J. Cole at The Tabernacle (October 2, 2011)",33.7586987,-84.3914615,0.314191,2011-10-02,20:00:00,The Tabernacle
114,"Cleveland, OH, US","J. Cole at House of Blues (October 4, 2011)",41.4998193,-81.6908598,0.198233,2011-10-04,19:00:00,House of Blues
115,"Chicago, IL, US","J. Cole at House of Blues (October 5, 2011)",41.8882037,-87.6292039,0.388751,2011-10-05,18:00:00,House of Blues
116,"Kalamazoo, MI, US","J. Cole at State Theatre (October 6, 2011)",42.2884574,-85.583096,0.198233,2011-10-06,20:00:00,State Theatre
117,"Royal Oak, MI, US","J. Cole with Drew32, Dj Graffiti, and Knewport at Royal Oak Music Theatre (October 7, 2011)",42.4873251,-83.1474339,0.198233,2011-10-07,19:00:00,Royal Oak Music Theatre
118,"Milwaukee, WI, US","J. Cole at The Rave/Eagles Club (October 8, 2011)",43.0381725,-87.9432826,0.232187,2011-10-08,None,The Rave/Eagles Club
119,"Chicago, IL, US","J. Cole at House of Blues (October 9, 2011)",41.8882037,-87.6292039,0.388751,2011-10-09,18:00:00,House of Blues
120,"Philadelphia, PA, US","J. Cole at Electric Factory (October 12, 2011)",39.9589847,-75.1502809,0.250313,2011-10-12,20:00:00,Electric Factory
121,"Charlotte, NC, US","J. Cole at The Fillmore Charlotte (October 13, 2011)",35.239118,-80.8460599,0.386088,2011-10-13,20:00:00,The Fillmore Charlotte
122,"Norfolk, VA, US","Big Sean and J. Cole at Old Dominion University (ODU) (October 14, 2011)",36.8864739,-76.3061248,0.375512,2011-10-14,None,Old Dominion University (ODU)
123,"Norfolk, VA, US","J. Cole and Big Sean with Kids These Days at Ted Constant Convocation Center (October 14, 2011)",36.884147,-76.301293,0.273877,2011-10-14,None,Ted Constant Convocation Center
124,"Elizabeth City, NC, US","J. Cole at Elizabeth City State University (October 15, 2011)",36.2826397,-76.2138123,0.276683,2011-10-15,None,Elizabeth City State University
125,"North Myrtle Beach, SC, US","J. Cole at House of Blues (October 16, 2011)",33.7988865,-78.7386383,0.232187,2011-10-16,20:00:00,House of Blues
126,"Silver Spring, MD, US","J. Cole at The Fillmore Silver Spring (October 19, 2011)",38.997482,-77.027928,0.348028,2011-10-19,19:00:00,The Fillmore Silver Spring
127,"Baltimore, MD, US","J. Cole with Cheyne at Baltimore Soundstage (October 20, 2011)",39.2876066,-76.6068397,0.198233,2011-10-20,19:30:00,Baltimore Soundstage
128,"Albany, NY, US","J. Cole at Washington Avenue Armory (October 21, 2011)",42.6564712,-73.7627523,0.198233,2011-10-21,19:00:00,Washington Avenue Armory
129,"Worcester, MA, US","J. Cole at Palladium (October 22, 2011)",42.2667443,-71.8008124,0.162713,2011-10-22,None,Palladium
130,"Providence, RI, US","J. Cole at Lupo's Heartbreak Hotel (October 23, 2011)",41.823807,-71.414551,0.162713,2011-10-23,None,Lupo's Heartbreak Hotel
131,"New York, NY, US","J. Cole at PlayStation Theater (October 25, 2011)",40.7576068,-73.9861364,0.249953,2011-10-25,20:00:00,PlayStation Theater
132,"Universal City, CA, US","Drake with J. Cole and Big Sean at Gibson Amphitheatre, Universal Studios Hollywood (December 16, 2011)",34.1380075,-118.3532429,0.657372,2011-12-16,19:30:00,"Gibson Amphitheatre, Universal Studios Hollywood"
133,"Irvine, CA, US","J. Cole at Tia Juana's (December 17, 2011)",33.665242,-117.7490656,0.368939,2011-12-17,21:00:00,Tia Juana's
134,"Anaheim, CA, US","J. Cole at Ember (December 17, 2011)",33.8388918,-117.9152163,0.198233,2011-12-17,21:00:00,Ember
135,"San Jose, CA, US","Drake with J. Cole at SAP Center at San Jose (December 18, 2011)",37.3325116,-121.9011855,0.674614,2011-12-18,19:30:00,SAP Center at San Jose
136,"New York, NY, US","J. Cole at Webster Hall (January 26, 2012)",40.7315472,-73.9891987,0.198233,2012-01-26,22:00:00,Webster Hall
137,"Orlando, FL, US","J. Cole with John Wall, Bigga Rankin, and Wankaego at Venue 578 (February 25, 2012)",28.550581,-81.3792815,0.21107,2012-02-25,22:00:00,Venue 578
138,"Charlotte, NC, US","J. Cole at The Fillmore Charlotte (March 3, 2012)",35.239118,-80.8460599,0.386088,2012-03-03,21:00:00,The Fillmore Charlotte
139,"Orlando, FL, US","J. Cole at Universal Studios Orlando (March 16, 2012)",28.4771576,-81.4736252,0.162713,2012-03-16,None,Universal Studios Orlando
140,"Lowell, MA, US","J. Cole at Tsongas Center, UMass Lowell (March 30, 2012)",42.6497703,-71.3132218,0.198233,2012-03-30,20:00:00,"Tsongas Center, UMass Lowell"
141,"Kingston, RI, US","J. Cole with BIG K.R.I.T. at Ryan Center, University of Rhode Island (April 11, 2012)",41.4877684,-71.5357485,0.198233,2012-04-11,20:00:00,"Ryan Center, University of Rhode Island"
142,"Amherst, MA, US","J. Cole with Third Eye Blind and BIG K.R.I.T. at Mullins Center, U Mass (April 15, 2012)",42.3911245,-72.5331953,0.207928,2012-04-15,19:00:00,"Mullins Center, U Mass"
143,"Champaign, IL, US","J. Cole and BIG K.R.I.T. at State Farm Center (April 17, 2012)",40.096261,-88.236083,0.198233,2012-04-17,19:30:00,State Farm Center
144,"Dekalb, IL, US","J. Cole at Convocation Center, Northern Illinois University (April 18, 2012)",41.93115,-88.7829668,0.198233,2012-04-18,19:30:00,"Convocation Center, Northern Illinois University"
145,"Lexington, KY, US","J. Cole with Gym Class Heroes at Lexington Memorial Coliseum, University of Kentucky (April 19, 2012)",38.0395585,-84.501719,0.245569,2012-04-19,20:00:00,"Lexington Memorial Coliseum, University of Kentucky"
146,"Johnstown, PA, US","J. Cole with BIG K.R.I.T. at Pitt-Johnstown Sports Center (April 20, 2012)",40.2675162,-78.8356821,0.198233,2012-04-20,20:00:00,Pitt-Johnstown Sports Center
147,"Springfield, MO, US","J. Cole at O'Reilly Family Event Center (April 23, 2012)",37.219736,-93.285769,0.198233,2012-04-23,19:00:00,O'Reilly Family Event Center
148,"Cedar Falls, IA, US","J. Cole with BIG K.R.I.T. and Skoold at Mcleod Center (April 24, 2012)",42.5149051,-92.4656314,0.162713,2012-04-24,None,Mcleod Center
149,"Morgantown, WV, US","J. Cole with Tyga and BIG K.R.I.T. at WVU Coliseum (April 27, 2012)",39.6443881,-79.9576935,0.331515,2012-04-27,19:30:00,WVU Coliseum
150,"Philadelphia, PA, US","BIG K.R.I.T. and J. Cole at Liacouras Center (April 28, 2012)",39.9798642,-75.1583913,0.198233,2012-04-28,20:00:00,Liacouras Center
151,"Durham, NH, US","J. Cole with BIG K.R.I.T. at Whittemore Center Arena (May 3, 2012)",43.1392619,-70.9339786,0.198233,2012-05-03,20:00:00,Whittemore Center Arena
152,"Concord, CA, US","Drake with Waka Flocka Flame, French Montana, 2 Chainz, and 1 more… at Concord Pavilion (May 7, 2012)",37.960355,-121.939656,0.713957,2012-05-07,18:00:00,Concord Pavilion
153,"Irvine, CA, US","Drake with J. Cole, Waka Flocka Flame, 2 Chainz, and 1 more… at Irvine Meadows Amphitheatre (May 8, 2012)",33.6370977,-117.7491055,0.652165,2012-05-08,19:00:00,Irvine Meadows Amphitheatre
154,"Pomona, CA, US","J. Cole with Kendrick Lamar at Fox Theater (May 9, 2012)",34.0569033,-117.750137,0.26346,2012-05-09,20:00:00,Fox Theater
155,"Phoenix, AZ, US","Drake with J. Cole, Waka Flocka Flame, 2 Chainz, and 1 more… at Ak-Chin Pavilion (May 10, 2012)",33.470823,-112.232875,0.63765,2012-05-10,18:00:00,Ak-Chin Pavilion
156,"Tempe, AZ, US","Drake with J. Cole, 2 Chainz, Meek Mill, and 2 more… at School of Rock (May 10, 2012)",33.4261603,-111.939838,0.651537,2012-05-10,None,School of Rock
157,"Las Vegas, NV, US","Crazy Horse and Drake with 2 Chainz, French Montana, and 2 more… at Garden Arena - MGM Grand (May 11, 2012)",36.1022507,-115.1699679,0.771982,2012-05-11,18:00:00,Garden Arena - MGM Grand
158,"Sacramento, CA, US","T-Pain with J. Cole, Sean Paul, Big Sean, and 4 more… at Capitol Mall (May 13, 2012)",38.5815719,-121.4943996,0.305795,2012-05-13,10:00:00,Capitol Mall
