Event Number,City,Event Name,Latitude,Longitude,Popularity,Start Date,Start Time,Venue
23,"Chicago, IL, US","Bruno Mars and Liza Day with Davenport Ed, Ten Foot Tail, and 1 more… at Bottom Lounge (November 27, 2010)",41.88533,-87.6618,0.751697,2010-11-27,19:00:00,Bottom Lounge
24,"Cleveland Heights, OH, US","Bruno Mars with Donnis at Grog Shop (November 28, 2010)",41.50786,-81.58091,0.751697,2010-11-28,20:00:00,Grog Shop
25,"Boston, MA, US","Bruno Mars with Donnis at Paradise Rock Club (November 30, 2010)",42.35047,-71.10962,0.751697,2010-11-30,20:00:00,Paradise Rock Club
26,"Los Angeles, CA, US","Justin Bieber, LL Cool J, Train, B.o.B, and 3 more… at The Novo by Microsoft (December 1, 2010)",34.04494,-118.2655,0.751697,2010-12-01,21:30:00,The Novo by Microsoft
27,"Los Angeles, CA, US","Katy Perry, Enrique Iglesias, Nelly, B.o.B, and 6 more… at Microsoft Theater (December 5, 2010)",34.04429,-118.2656,0.751697,2010-12-05,None,Microsoft Theater
28,"Milwaukee, WI, US","Taio Cruz, Bruno Mars, New Boyz, and Shontelle at The Rave/Eagles Club (December 7, 2010)",43.03817,-87.94328,0.751697,2010-12-07,19:00:00,The Rave/Eagles Club
29,"Camden, NJ, US","Train, Selena Gomez, Adam Lambert, Bruno Mars, and 3 more… at BB&T Pavilion (December 8, 2010)",40.01774,-75.00043,0.751697,2010-12-08,18:00:00,BB&T Pavilion
30,"New York, NY, US","Justin Bieber, Katy Perry, Paramore, Selena Gomez, and 6 more… at Madison Square Garden (December 10, 2010)",40.74971,-73.99156,0.751697,2010-12-10,None,Madison Square Garden
31,"Rosemont, IL, US","Justin Bieber, Bruno Mars, Mike Posner, Nelly, and 4 more… at Allstate Arena (December 11, 2010)",42.00479,-87.88783,0.751697,2010-12-11,18:00:00,Allstate Arena
32,"Tampa, FL, US","Maroon 5, Enrique Iglesias, B.o.B, Train, and 3 more… at Amalie Arena (December 12, 2010)",27.94259,-82.45196,0.827663,2010-12-12,19:00:00,Amalie Arena
33,"Lake Buena Vista, FL, US","Enrique Iglesias, Bruno Mars, B.o.B, and Jay Sean at House of Blues (December 14, 2010)",28.3709,-81.52173,0.751697,2010-12-14,18:30:00,House of Blues
34,"San Jose, CA, US","Chris Brown, Far East Movement, Bruno Mars, and Drake at SAP Center at San Jose (December 16, 2010)",37.33251,-121.90119,0.837263,2010-12-16,19:30:00,SAP Center at San Jose
35,"Honolulu, HI, US","Bruno Mars at Neal S. Blaisdell Center (December 19, 2010)",21.29908,-157.85161,0.751697,2010-12-19,19:30:00,Neal S. Blaisdell Center
36,"Kahului, HI, US","Bruno Mars at Maui Arts & Cultural Center (December 21, 2010)",20.89389,-156.48043,0.751697,2010-12-21,None,Maui Arts & Cultural Center
37,"New York, NY, US","Bruno Mars at Renaissance Times Square Hotel (December 31, 2010)",40.75964,-73.98463,0.751697,2010-12-31,None,Renaissance Times Square Hotel
38,"Los Angeles, CA, US","Arcade Fire, Eminem, Katy Perry, Lady Gaga, and 29 more… at Staples Center (February 13, 2011)",34.04298,-118.26682,0.94816,2011-02-13,None,Staples Center
39,"Kent, OH, US","Bruno Mars with We The Kings and Plan B at MAC Center, Kent State (April 28, 2011)",41.14695,-81.34404,0.751697,2011-04-28,19:30:00,"MAC Center, Kent State"
40,"East Rutherford, NJ, US",Bamboozle Festival 2011,40.82234,-74.07262,0.75355,2011-04-29,12:00:00,New Meadowlands Sports Complex
41,"New York, NY, US","Bruno Mars with Janelle Monáe and Plan B at Roseland Ballroom (May 4, 2011)",40.76312,-73.9842,0.751879,2011-05-04,19:30:00,Roseland Ballroom
42,"Camden, NJ, US","Bruno Mars with Janelle Monáe and Plan B at BB&T Pavilion (May 7, 2011)",40.01774,-75.00043,0.751879,2011-05-07,19:00:00,BB&T Pavilion
43,"Boston, MA, US","Bruno Mars with Janelle Monáe and Plan B at Agganis Arena (May 8, 2011)",42.35179,-71.11779,0.751879,2011-05-08,20:00:00,Agganis Arena
44,"Atlanta, GA, US","Bruno Mars with Janelle Monáe and Plan B at Fox Theatre (May 10, 2011)",33.77267,-84.38497,0.751879,2011-05-10,19:30:00,Fox Theatre
45,"Miami Beach, FL, US","Bruno Mars with Janelle Monáe and Plan B at Fillmore Miami Beach at the Jackie Gleason Theater (May 11, 2011)",25.79292,-80.13314,0.751879,2011-05-11,19:30:00,Fillmore Miami Beach at the Jackie Gleason Theater
46,"Grand Prairie, TX, US","Bruno Mars and Janelle Monáe with Plan B and Patrick Stump at Verizon Theatre at Grand Prairie (May 17, 2011)",32.76685,-96.98346,0.751879,2011-05-17,19:00:00,Verizon Theatre at Grand Prairie
47,"Houston, TX, US","Bruno Mars with Janelle Monáe and Plan B at Reliant Arena @ Reliant Park (May 18, 2011)",29.68472,-95.409,0.751879,2011-05-18,19:30:00,Reliant Arena @ Reliant Park
48,"Montgomery, AL, US","Bruno Mars with Janelle Monáe and Patrick Stump at Riverwalk Amphitheater (May 19, 2011)",32.38194,-86.31183,0.751879,2011-05-19,None,Riverwalk Amphitheater
49,"Montgomery, AL, US","Bruno Mars with Janelle Monáe and Plan B at Jubilee Cityfest (May 20, 2011)",32.39893,-86.32246,0.751879,2011-05-20,17:00:00,Jubilee Cityfest
50,"Baltimore, MD, US","Harley, Bruno Mars, and Train with Mr. Greengenes and 3 more… at Pimlico Race Course (May 21, 2011)",39.34917,-76.67596,0.751697,2011-05-21,08:00:00,Pimlico Race Course
51,"Milwaukee, WI, US","Bruno Mars with Janelle Monáe and Plan B at Eagles Ballroom, The Rave/Eagles Club (May 24, 2011)",43.03817,-87.94328,0.751879,2011-05-24,None,"Eagles Ballroom, The Rave/Eagles Club"
52,"St. Paul, MN, US","Bruno Mars with Janelle Monáe and Plan B at Roy Wilkins Auditorium, St. Paul Rivercentre (May 25, 2011)",44.94344,-93.10014,0.751879,2011-05-25,19:30:00,"Roy Wilkins Auditorium, St. Paul Rivercentre"
53,"Chicago, IL, US","Bruno Mars with Janelle Monáe and Plan B at Aragon Ballroom (May 27, 2011)",41.96926,-87.65795,0.751879,2011-05-27,19:30:00,Aragon Ballroom
54,"Independence, MO, US","Bruno Mars with Janelle Monáe at Silverstein Eye Centers Arena (May 28, 2011)",39.03986,-94.35779,0.751879,2011-05-28,20:00:00,Silverstein Eye Centers Arena
55,"Broomfield, CO, US","Bruno Mars and Janelle Monáe with Mayer Hawthorne and The County at 1stBANK Center (May 29, 2011)",39.9047,-105.08528,0.751879,2011-05-29,19:30:00,1stBANK Center
56,"Orem, UT, US","Bruno Mars with Janelle Monáe and Mayer Hawthorne and The County at UCCU Center (May 30, 2011)",40.27733,-111.71295,0.751879,2011-05-30,18:00:00,UCCU Center
57,"Seattle, WA, US","Bruno Mars and Janelle Monáe with Mayer Hawthorne and The County at WaMu Theater (June 2, 2011)",47.59418,-122.33323,0.751879,2011-06-02,19:30:00,WaMu Theater
58,"Portland, OR, US","Bruno Mars with Janelle Monáe and Mayer Hawthorne and The County at Rose Garden Arena (June 4, 2011)",45.53161,-122.66729,0.751879,2011-06-04,19:30:00,Rose Garden Arena
59,"Reno, NV, US","Bruno Mars with Janelle Monáe and Mayer Hawthorne and The County at Grand Theatre, Grand Sierra Resort & Casino (June 7, 2011)",39.52699,-119.78034,0.751879,2011-06-07,19:00:00,"Grand Theatre, Grand Sierra Resort & Casino"
60,"San Francisco, CA, US","Bruno Mars with Janelle Monáe and Mayer Hawthorne and The County at Bill Graham Civic Auditorium (June 8, 2011)",37.77851,-122.41747,0.751879,2011-06-08,19:30:00,Bill Graham Civic Auditorium
61,"Coachella, CA, US","Bruno Mars with Janelle Monáe and Mayer Hawthorne and The County at Spotlight 29 Casino (June 10, 2011)",33.71062,-116.18341,0.751879,2011-06-10,20:00:00,Spotlight 29 Casino
62,"Del Mar, CA, US","Bruno Mars with Janelle Monáe and Mayer Hawthorne and The County at Del Mar Fairgrounds (June 11, 2011)",32.97449,-117.25985,0.751879,2011-06-11,19:00:00,Del Mar Fairgrounds
63,"Universal City, CA, US","Bruno Mars with Janelle Monáe and Mayer Hawthorne and The County at Gibson Amphitheatre, Universal Studios Hollywood (June 12, 2011)",34.13801,-118.35324,0.751879,2011-06-12,19:15:00,"Gibson Amphitheatre, Universal Studios Hollywood"
64,"Universal City, CA, US","Bruno Mars with Janelle Monáe and Mayer Hawthorne and The County at Gibson Amphitheatre, Universal Studios Hollywood (June 14, 2011)",34.13801,-118.35324,0.751879,2011-06-14,19:15:00,"Gibson Amphitheatre, Universal Studios Hollywood"
65,"Phoenix, AZ, US","Bruno Mars with Janelle Monáe and Mayer Hawthorne and The County at Comerica Theatre (June 15, 2011)",33.44878,-112.07956,0.751879,2011-06-15,19:30:00,Comerica Theatre
66,"Las Vegas, NV, US","Bruno Mars with Janelle Monáe at Palms Casino Resort (June 16, 2011)",36.11538,-115.19534,0.751879,2011-06-16,20:00:00,Palms Casino Resort
67,"Allentown, PA, US","Bruno Mars with Raphael Saadiq at Allentown Fairgrounds (August 30, 2011)",40.60079,-75.49423,0.751697,2011-08-30,19:00:00,Allentown Fairgrounds
68,"Syracuse, NY, US","Bruno Mars at Chevy Court, New York State Fairgrounds (August 31, 2011)",43.07441,-76.22467,0.751697,2011-08-31,None,"Chevy Court, New York State Fairgrounds"
69,"Essex Junction, VT, US","Bruno Mars at Champlain Valley Exposition (September 1, 2011)",44.49753,-73.12037,0.751697,2011-09-01,19:00:00,Champlain Valley Exposition
70,"Las Vegas, NV, US",iHeartRadio Music Festival 2011,36.16994,-115.13983,1.0,2011-09-23,19:30:00,Unknown venue
71,"San Francisco, CA, US",Glamorama 2011,37.78902,-122.39151,0.751697,2011-09-30,None,Unknown venue
72,"Los Angeles, CA, US",Grammy Awards 2012,34.04298,-118.26682,1.0,2012-02-12,None,Staples Center
73,"New York, NY, US","Sting, Bruno Mars, Channing Tatum, James Taylor, and 1 more… at Carnegie Hall, Stern Auditorium / Perelman Stage (April 3, 2012)",40.76553,-73.98005,0.751697,2012-04-03,19:00:00,"Carnegie Hall, Stern Auditorium / Perelman Stage"
74,"New York, NY, US","Bruno Mars at iHeartRadio Theater (December 11, 2012)",40.72009,-74.00483,0.751697,2012-12-11,None,iHeartRadio Theater
75,"Los Angeles, CA, US","Stevie Wonder, Bruno Mars, and Kero One at Microsoft Theater (December 15, 2012)",34.04429,-118.2656,0.751697,2012-12-15,20:00:00,Microsoft Theater
76,"Houston, TX, US","Bruno Mars at Reliant Stadium (March 7, 2013)",29.68593,-95.40334,0.751697,2013-03-07,None,Reliant Stadium
77,"Carson, CA, US",KIIS FM's WANGO TANGO 2013,33.86331,-118.266,0.827663,2013-05-11,23:59:20,StubHub Center
78,"Washington, DC, US","Bruno Mars with Fitz & The Tantrums at Verizon Center (June 22, 2013)",38.89756,-77.02106,0.751697,2013-06-22,None,Verizon Center
79,"Philadelphia, PA, US","Bruno Mars with Fitz & The Tantrums at Wells Fargo Center (June 24, 2013)",39.90427,-75.17133,0.751697,2013-06-24,None,Wells Fargo Center
80,"Boston, MA, US","Bruno Mars with Fitz & The Tantrums at TD Garden (June 26, 2013)",42.36619,-71.06215,0.751697,2013-06-26,None,TD Garden
81,"Uncasville, CT, US","Bruno Mars with Fitz & The Tantrums at Mohegan Sun Arena (June 27, 2013)",41.49173,-72.09092,0.751697,2013-06-27,None,Mohegan Sun Arena
82,"Brooklyn, NY, US","Bruno Mars with Fitz & The Tantrums at Barclays Center (June 29, 2013)",40.68349,-73.97603,0.751697,2013-06-29,None,Barclays Center
83,"Newark, NJ, US","Bruno Mars with Ellie Goulding at Prudential Center (July 1, 2013)",40.73375,-74.17027,0.751697,2013-07-01,19:30:00,Prudential Center
84,"Pittsburgh, PA, US","Bruno Mars with Ellie Goulding at PPG Paints Arena (July 2, 2013)",40.43959,-79.98894,0.751697,2013-07-02,None,PPG Paints Arena
85,"Columbus, OH, US","Bruno Mars with Ellie Goulding at Value City Arena, Schottenstein Center (July 10, 2013)",40.00801,-83.02491,0.751697,2013-07-10,None,"Value City Arena, Schottenstein Center"
86,"Auburn Hills, MI, US","Bruno Mars with Ellie Goulding at The Palace of Auburn Hills (July 11, 2013)",42.69651,-83.24372,0.751697,2013-07-11,None,The Palace of Auburn Hills
87,"Chicago, IL, US","Bruno Mars with Ellie Goulding at United Center (July 13, 2013)",41.88126,-87.67415,0.751697,2013-07-13,None,United Center
88,"St. Paul, MN, US","Bruno Mars with Ellie Goulding at Xcel Energy Center (July 14, 2013)",44.94344,-93.10015,0.751697,2013-07-14,None,Xcel Energy Center
89,"Seattle, WA, US","Bruno Mars with Ellie Goulding at KeyArena at Seattle Center (July 21, 2013)",47.62164,-122.3507,0.751697,2013-07-21,None,KeyArena at Seattle Center
90,"Portland, OR, US","Bruno Mars with Ellie Goulding at Rose Garden Arena (July 22, 2013)",45.53161,-122.66729,0.751697,2013-07-22,None,Rose Garden Arena
91,"Sacramento, CA, US","Bruno Mars with Ellie Goulding at Sleep Train Arena (July 24, 2013)",38.64801,-121.51708,0.751697,2013-07-24,None,Sleep Train Arena
92,"San Jose, CA, US","Bruno Mars with Ellie Goulding at SAP Center at San Jose (July 25, 2013)",37.33251,-121.90119,0.751697,2013-07-25,None,SAP Center at San Jose
93,"Los Angeles, CA, US","Bruno Mars with Ellie Goulding at Staples Center (July 27, 2013)",34.04298,-118.26682,0.751697,2013-07-27,None,Staples Center
94,"Los Angeles, CA, US","Bruno Mars with Ellie Goulding at Staples Center (July 28, 2013)",34.04298,-118.26682,0.751697,2013-07-28,19:30:00,Staples Center
95,"San Diego, CA, US","Bruno Mars with Ellie Goulding at Valley View Casino Center (July 30, 2013)",32.75508,-117.21179,0.751697,2013-07-30,None,Valley View Casino Center
96,"Phoenix, AZ, US","Bruno Mars with Ellie Goulding at Talking Stick Resort Arena (July 31, 2013)",33.4459,-112.07131,0.751697,2013-07-31,None,Talking Stick Resort Arena
97,"West Valley City, UT, US","Bruno Mars with Fitz & The Tantrums at Maverik Center (August 2, 2013)",40.70285,-111.95062,0.751697,2013-08-02,None,Maverik Center
98,"Las Vegas, NV, US","Bruno Mars with Fitz & The Tantrums at MGM Grand Hotel & Casino (August 3, 2013)",36.10302,-115.16769,0.751697,2013-08-03,None,MGM Grand Hotel & Casino
99,"Morrison, CO, US","Bruno Mars with Ellie Goulding at Red Rocks Amphitheatre (August 5, 2013)",39.68001,-105.19724,0.751697,2013-08-05,None,Red Rocks Amphitheatre
100,"Morrison, CO, US","Bruno Mars with Ellie Goulding at Red Rocks Amphitheatre (August 6, 2013)",39.68001,-105.19724,0.751697,2013-08-06,19:30:00,Red Rocks Amphitheatre
101,"St Louis, MO, US","Bruno Mars with Ellie Goulding at Scottrade Center (August 8, 2013)",38.62618,-90.20213,0.751697,2013-08-08,None,Scottrade Center
102,"Kansas City, MO, US","Bruno Mars with Ellie Goulding at Sprint Center (August 9, 2013)",39.09715,-94.58103,0.751697,2013-08-09,None,Sprint Center
103,"Oklahoma City, OK, US","Bruno Mars with Ellie Goulding at Chesapeake Energy Arena (August 10, 2013)",35.46339,-97.51459,0.751697,2013-08-10,None,Chesapeake Energy Arena
104,"Dallas, TX, US","Bruno Mars with Ellie Goulding at American Airlines Center (August 12, 2013)",32.79044,-96.81016,0.751697,2013-08-12,None,American Airlines Center
105,"Austin, TX, US","Bruno Mars with Ellie Goulding at Frank Erwin Center, University of Texas (August 14, 2013)",30.27639,-97.73242,0.751697,2013-08-14,None,"Frank Erwin Center, University of Texas"
106,"Houston, TX, US","Bruno Mars with Ellie Goulding at Toyota Center (August 15, 2013)",29.75198,-95.36218,0.751697,2013-08-15,None,Toyota Center
107,"Nashville, TN, US","Bruno Mars with Fitz & The Tantrums at Bridgestone Arena (August 17, 2013)",36.15995,-86.77857,0.751697,2013-08-17,None,Bridgestone Arena
108,"Louisville, KY, US","Bruno Mars with Fitz & The Tantrums at KFC Yum! Center (August 18, 2013)",38.25664,-85.75392,0.751697,2013-08-18,None,KFC Yum! Center
109,"Indianapolis, IN, US","Bruno Mars with Fitz & The Tantrums at Bankers Life Fieldhouse (August 19, 2013)",39.76405,-86.15548,0.751697,2013-08-19,None,Bankers Life Fieldhouse
110,"Charlotte, NC, US","Bruno Mars with Fitz & The Tantrums at Time Warner Cable Arena (August 21, 2013)",35.22506,-80.83933,0.751697,2013-08-21,None,Time Warner Cable Arena
111,"Atlanta, GA, US","Bruno Mars with Fitz & The Tantrums at Philips Arena (August 22, 2013)",33.7571,-84.39717,0.751697,2013-08-22,None,Philips Arena
112,"Orlando, FL, US","Bruno Mars with Fitz & The Tantrums at Amway Center (August 27, 2013)",28.54878,-81.38691,0.751697,2013-08-27,19:30:00,Amway Center
113,"Tampa, FL, US","Bruno Mars with Fitz & The Tantrums at Amalie Arena (August 28, 2013)",27.94259,-82.45196,0.751697,2013-08-28,None,Amalie Arena
114,"Miami, FL, US","Bruno Mars with Fitz & The Tantrums at AmericanAirlines Arena (August 30, 2013)",25.78123,-80.18781,0.751697,2013-08-30,None,AmericanAirlines Arena
115,"Las Vegas, NV, US",iHeartRadio Festival 2013,36.10225,-115.16997,0.840382,2013-09-20,18:00:00,Garden Arena - MGM Grand
116,"Las Vegas, NV, US","Justin Timberlake with Paul McCartney, Drake, Tim McGraw, and 6 more… at Garden Arena - MGM Grand (September 21, 2013)",36.10225,-115.16997,0.837263,2013-09-21,19:15:00,Garden Arena - MGM Grand
117,"Las Vegas, NV, US",iHeartRadio Music Festival 2013,36.10225,-115.16997,0.751697,2013-09-21,18:00:00,Garden Arena - MGM Grand
118,"Las Vegas, NV, US","Bruno Mars at The Chelsea, The Cosmopolitan of Las Vegas (December 29, 2013)",36.10922,-115.17322,0.751697,2013-12-29,21:00:00,"The Chelsea, The Cosmopolitan of Las Vegas"
119,"Las Vegas, NV, US","Bruno Mars at The Chelsea, The Cosmopolitan of Las Vegas (December 31, 2013)",36.10922,-115.17322,0.751697,2013-12-31,21:00:00,"The Chelsea, The Cosmopolitan of Las Vegas"
120,"Las Vegas, NV, US","Bruno Mars with Havana Brown at The Chelsea, The Cosmopolitan of Las Vegas (February 15, 2014)",36.10922,-115.17322,0.751697,2014-02-15,20:00:00,"The Chelsea, The Cosmopolitan of Las Vegas"
121,"Las Vegas, NV, US","Bruno Mars with Havana Brown at The Chelsea, The Cosmopolitan of Las Vegas (February 16, 2014)",36.10922,-115.17322,0.751697,2014-02-16,20:00:00,"The Chelsea, The Cosmopolitan of Las Vegas"
122,"Honolulu, HI, US","Bruno Mars with The Green at Neal S. Blaisdell Center (April 18, 2014)",21.29908,-157.85161,0.751697,2014-04-18,20:00:00,Neal S. Blaisdell Center
123,"Honolulu, HI, US","Bruno Mars with The Green at Neal S. Blaisdell Center (April 19, 2014)",21.29908,-157.85161,0.751697,2014-04-19,20:00:00,Neal S. Blaisdell Center
124,"Honolulu, HI, US","Bruno Mars at Neal S. Blaisdell Center (April 21, 2014)",21.29908,-157.85161,0.751697,2014-04-21,None,Neal S. Blaisdell Center
125,"Las Vegas, NV, US","Bruno Mars at The Chelsea, The Cosmopolitan of Las Vegas (May 23, 2014)",36.10922,-115.17322,0.751697,2014-05-23,20:00:00,"The Chelsea, The Cosmopolitan of Las Vegas"
126,"Las Vegas, NV, US","Bruno Mars at The Chelsea, The Cosmopolitan of Las Vegas (May 24, 2014)",36.10922,-115.17322,0.751697,2014-05-24,20:00:00,"The Chelsea, The Cosmopolitan of Las Vegas"
127,"Fresno, CA, US","Bruno Mars with Aloe Blacc at Save Mart Center (May 27, 2014)",36.80865,-119.73945,0.751697,2014-05-27,20:00:00,Save Mart Center
128,"Oakland, CA, US","Bruno Mars with Aloe Blacc at Oracle Arena (May 28, 2014)",37.75155,-122.20157,0.751697,2014-05-28,20:00:00,Oracle Arena
129,"Los Angeles, CA, US","Bruno Mars with Pharrell Williams and Aloe Blacc at Hollywood Bowl (May 31, 2014)",34.11309,-118.33937,0.751697,2014-05-31,19:30:00,Hollywood Bowl
130,"Los Angeles, CA, US","Bruno Mars with Pharrell Williams and Aloe Blacc at Hollywood Bowl (June 1, 2014)",34.11309,-118.33937,0.751697,2014-06-01,19:00:00,Hollywood Bowl
131,"Tulsa, OK, US","Bruno Mars with Aloe Blacc at BOK Center (June 4, 2014)",36.15276,-95.99623,0.751697,2014-06-04,20:00:00,BOK Center
132,"Memphis, TN, US","Bruno Mars with Aloe Blacc at FedEx Forum (June 6, 2014)",35.13951,-90.0517,0.751697,2014-06-06,20:00:00,FedEx Forum
133,"New Orleans, LA, US","Bruno Mars with Aloe Blacc at Smoothie King Center (June 7, 2014)",29.949,-90.07983,0.751697,2014-06-07,20:00:00,Smoothie King Center
134,"North Little Rock, AR, US","Bruno Mars with Aloe Blacc and Pharrell Williams at Verizon Arena (June 10, 2014)",34.75494,-92.26431,0.751697,2014-06-10,20:00:00,Verizon Arena
135,"Birmingham, AL, US","Bruno Mars with Aloe Blacc at Birmingham Jefferson Convention Complex Arena (BJCC Arena) (June 11, 2014)",33.52307,-86.81151,0.751697,2014-06-11,20:00:00,Birmingham Jefferson Convention Complex Arena (BJCC Arena)
136,"Columbia, SC, US","Bruno Mars with Aloe Blacc at Colonial Life Arena (June 13, 2014)",33.99482,-81.03704,0.751697,2014-06-13,20:00:00,Colonial Life Arena
137,"Raleigh, NC, US","Bruno Mars with Aloe Blacc at PNC Arena (June 14, 2014)",35.80348,-78.72193,0.751697,2014-06-14,20:00:00,PNC Arena
138,"Auburn Hills, MI, US","Bruno Mars with Aloe Blacc at The Palace of Auburn Hills (June 18, 2014)",42.69651,-83.24372,0.751697,2014-06-18,20:00:00,The Palace of Auburn Hills
139,"Manchester, NH, US","Bruno Mars with Aloe Blacc at SNHU Arena (June 18, 2014)",42.98602,-71.46305,0.751697,2014-06-18,None,SNHU Arena
140,"Tinley Park, IL, US","Bruno Mars with Aloe Blacc at Hollywood Casino Amphitheatre (June 20, 2014)",41.54261,-87.77115,0.751697,2014-06-20,20:00:00,Hollywood Casino Amphitheatre
141,"St. Paul, MN, US","Bruno Mars with Aloe Blacc at Xcel Energy Center (June 21, 2014)",44.94344,-93.10015,0.751697,2014-06-21,20:00:00,Xcel Energy Center
142,"Omaha, NE, US","Bruno Mars with Aloe Blacc at CenturyLink Center & Arena (June 23, 2014)",41.26372,-95.92927,0.751697,2014-06-23,20:00:00,CenturyLink Center & Arena
143,"Milwaukee, WI, US","Bruno Mars with Aloe Blacc at American Family Insurance Amphitheater (June 25, 2014)",43.03449,-87.89936,0.751697,2014-06-25,19:30:00,American Family Insurance Amphitheater
144,"Cincinnati, OH, US","Bruno Mars with Aloe Blacc at US Bank Arena (June 27, 2014)",39.09793,-84.50409,0.751697,2014-06-27,20:00:00,US Bank Arena
145,"Cleveland, OH, US","Bruno Mars with Aloe Blacc at Quicken Loans Arena (June 28, 2014)",41.4967,-81.68948,0.751697,2014-06-28,20:00:00,Quicken Loans Arena
146,"Buffalo, NY, US","Bruno Mars with Aloe Blacc at KeyBank Center (June 30, 2014)",42.87495,-78.87625,0.751697,2014-06-30,20:00:00,KeyBank Center
147,"Boston, MA, US","Bruno Mars with Aloe Blacc at TD Garden (July 2, 2014)",42.36619,-71.06215,0.751697,2014-07-02,20:00:00,TD Garden
148,"Hartford, CT, US","Bruno Mars with Aloe Blacc at Xfinity Theatre (July 9, 2014)",41.78017,-72.66932,0.751697,2014-07-09,20:00:00,Xfinity Theatre
149,"Bristow, VA, US","Bruno Mars and Aloe Blacc at Jiffy Lube Live (July 11, 2014)",38.78601,-77.58785,0.751697,2014-07-11,20:00:00,Jiffy Lube Live
150,"Hershey, PA, US","Bruno Mars and Aloe Blacc at Hersheypark Stadium (July 12, 2014)",40.2927,-76.65412,0.751697,2014-07-12,20:00:00,Hersheypark Stadium
151,"New York, NY, US","Bruno Mars with Pharrell Williams at Madison Square Garden (July 14, 2014)",40.74971,-73.99156,0.751697,2014-07-14,19:30:00,Madison Square Garden
