Event Number,City,Event Name,Latitude,Longitude,Popularity,Start Date,Start Time,Venue
47,"Duluth, GA, US","Kanye West with E+, R, Rihanna, and 2 more… at Infinite Energy Arena (May 4, 2008)",33.9914472,-84.0940303,0.904599,2008-05-04,19:30:00,Infinite Energy Arena
48,"Tampa, FL, US","Kanye West with Rihanna, N.E.R.D., and Lupe Fiasco at Midflorida Credit Union Amphitheatre (May 5, 2008)",27.9896043,-82.3588746,0.900662,2008-05-05,16:30:00,Midflorida Credit Union Amphitheatre
49,"Tampa, FL, US","Kanye West with N.E.R.D., E+, and R at Florida State Fairgrounds (May 5, 2008)",27.9896043,-82.3588746,0.685302,2008-05-05,19:00:00,Florida State Fairgrounds
50,"West Palm Beach, FL, US","Kanye West at Coral Sky Amphitheatre at the South Florida Fairgrounds (May 6, 2008)",26.685477,-80.186736,0.731693,2008-05-06,16:30:00,Coral Sky Amphitheatre at the South Florida Fairgrounds
51,"Miami, FL, US","Kanye West with Rihanna, Lupe Fiasco, E+, and 2 more… at AmericanAirlines Arena (May 6, 2008)",25.781232,-80.187805,0.906022,2008-05-06,19:00:00,AmericanAirlines Arena
52,"Charlotte, NC, US","Kanye West at Verizon Wireless Amphitheatre (May 8, 2008)",35.327362,-80.7106699,0.684506,2008-05-08,16:30:00,Verizon Wireless Amphitheatre
53,"Charlotte, NC, US","Kanye West with N.E.R.D., E+, and R at Time Warner Cable Arena (May 8, 2008)",35.2250606,-80.8393335,0.685302,2008-05-08,19:00:00,Time Warner Cable Arena
54,"New York, NY, US","Kanye West with Lupe Fiasco and N.E.R.D. at Madison Square Garden (May 8, 2008)",40.7497096,-73.991556,0.736505,2008-05-08,19:30:00,Madison Square Garden
55,"Raleigh, NC, US","Kanye West with Rihanna, N.E.R.D., Lupe Fiasco, and 2 more… at Time Warner Cable Music Pavilion at Walnut Creek (May 9, 2008)",35.7493881,-78.5763028,0.90017,2008-05-09,16:30:00,Time Warner Cable Music Pavilion at Walnut Creek
56,"Bristow, VA, US","Kanye West with Rihanna, N.E.R.D., Lupe Fiasco, and 2 more… at Jiffy Lube Live (May 10, 2008)",38.786011,-77.587845,0.90017,2008-05-10,16:30:00,Jiffy Lube Live
57,"Virginia Beach, VA, US","Kanye West with Rihanna, N.E.R.D., Lupe Fiasco, and 2 more… at Veterans United Home Loans Amphitheater (May 11, 2008)",36.7686679,-76.1019623,0.909892,2008-05-11,16:30:00,Veterans United Home Loans Amphitheater
58,"New York, NY, US","Kanye West with Rihanna, Lupe Fiasco, N.E.R.D., and 2 more… at Madison Square Garden (May 13, 2008)",40.7497096,-73.991556,0.944995,2008-05-13,19:30:00,Madison Square Garden
59,"Mansfield, MA, US","Kanye West with Rihanna, Lupe Fiasco, N.E.R.D., and 2 more… at Xfinity Center (May 15, 2008)",41.9944318,-71.2106493,0.90017,2008-05-15,17:30:00,Xfinity Center
60,"Hartford, CT, US","Kanye West with Rihanna, N.E.R.D., and Lupe Fiasco at Xfinity Theatre (May 16, 2008)",41.7801718,-72.6693191,0.900662,2008-05-16,16:30:00,Xfinity Theatre
61,"Camden, NJ, US","Kanye West with Rihanna, N.E.R.D., Lupe Fiasco, and 2 more… at BB&T Pavilion (May 17, 2008)",40.0177386,-75.0004321,0.904699,2008-05-17,19:00:00,BB&T Pavilion
62,"Scranton, PA, US","Kanye West with Rihanna, N.E.R.D., Lupe Fiasco, and 2 more… at Pavilion at Montage Mountain (May 18, 2008)",41.3479758,-75.6638888,0.910337,2008-05-18,16:30:00,Pavilion at Montage Mountain
63,"Camden, NJ, US","Kanye West with Rihanna, Lupe Fiasco, and N.E.R.D. at BB&T Pavilion (May 19, 2008)",40.0177386,-75.0004321,0.904699,2008-05-19,None,BB&T Pavilion
64,"Auburn Hills, MI, US","Kanye West with Rihanna, N.E.R.D., Lupe Fiasco, and 2 more… at The Palace of Auburn Hills (May 22, 2008)",42.696511,-83.2437214,0.90017,2008-05-22,19:00:00,The Palace of Auburn Hills
65,"Chicago, IL, US","Kanye West with Rihanna, N.E.R.D., Lupe Fiasco, and 2 more… at United Center (May 23, 2008)",41.8812601,-87.674145,0.90017,2008-05-23,19:00:00,United Center
66,"Minneapolis, MN, US","Kanye West with Rihanna, N.E.R.D., Lupe Fiasco, and 1 more… at Target Center (May 24, 2008)",44.979657,-93.274889,0.90017,2008-05-24,17:30:00,Target Center
67,"Chicago, IL, US","Kanye West with Rihanna, N.E.R.D., and Lupe Fiasco at United Center (May 24, 2008)",41.8812601,-87.674145,0.900662,2008-05-24,19:00:00,United Center
68,"Fargo, ND, US","Kanye West with N.E.R.D. at Fargodome (May 25, 2008)",46.902928,-96.801762,0.685302,2008-05-25,19:30:00,Fargodome
69,"East Rutherford, NJ, US","Kanye West at Giants Stadium (June 1, 2008)",40.8116428,-74.0677452,0.733637,2008-06-01,None,Giants Stadium
70,"Portland, OR, US","Kanye West with Lupe Fiasco and N.E.R.D. at Rose Garden Arena (June 3, 2008)",45.531608,-122.667285,0.684506,2008-06-03,19:00:00,Rose Garden Arena
71,"Portland, OR, US","Kanye West at Unknown venue (June 3, 2008)",45.5230622,-122.6764816,0.73657,2008-06-03,None,Unknown venue
72,"Reno, NV, US","Kanye West with Rihanna, N.E.R.D., and Lupe Fiasco at Reno Events Center (June 5, 2008)",39.5309239,-119.8122604,0.90017,2008-06-05,20:00:00,Reno Events Center
73,"San Jose, CA, US","Kanye West with Rihanna, Lupe Fiasco, and N.E.R.D. at SAP Center at San Jose (June 6, 2008)",37.3325116,-121.9011855,0.906022,2008-06-06,19:00:00,SAP Center at San Jose
74,"Los Angeles, CA, US","Kanye West with Rihanna, Lupe Fiasco, and N.E.R.D. at Staples Center (June 7, 2008)",34.042984,-118.2668182,0.900662,2008-06-07,19:30:00,Staples Center
75,"Glendale, AZ, US","Kanye West with N.E.R.D. at Gila River Arena (June 8, 2008)",33.5314673,-112.2609115,0.714034,2008-06-08,19:00:00,Gila River Arena
76,"West Valley City, UT, US","Kanye West with N.E.R.D. at Maverik Center (June 9, 2008)",40.70285,-111.950616,0.685302,2008-06-09,19:00:00,Maverik Center
77,"Minneapolis, MN, US","Kanye West with Rihanna, N.E.R.D., and Lupe Fiasco at Target Center (June 11, 2008)",44.979657,-93.274889,0.90017,2008-06-11,19:00:00,Target Center
78,"Moline, IL, US","Kanye West with Rihanna, N.E.R.D., and Lupe Fiasco at iWireless Center (June 12, 2008)",41.5067817,-90.5214756,0.904568,2008-06-12,19:00:00,iWireless Center
79,"Portland, OR, US","Kanye West at Rose Garden Arena (July 3, 2008)",45.531608,-122.667285,0.684506,2008-07-03,19:00:00,Rose Garden Arena
80,"Cincinnati, OH, US","Kanye West with N.E.R.D. and Lupe Fiasco at US Bank Arena (August 1, 2008)",39.097929,-84.504088,0.656803,2008-08-01,None,US Bank Arena
81,"Chicago, IL, US",Lollapalooza 2008,41.87811,-87.6298,0.742714,2008-08-01,23:59:20,Unknown venue
82,"New York, NY, US","Kanye West with Lupe Fiasco and N.E.R.D. at Madison Square Garden (August 5, 2008)",40.7497096,-73.991556,0.736505,2008-08-05,23:59:20,Madison Square Garden
83,"New York, NY, US","Kanye West with Lupe Fiasco and N.E.R.D. at Madison Square Garden (August 6, 2008)",40.7497096,-73.991556,0.736505,2008-08-06,19:30:00,Madison Square Garden
84,"Mashantucket, CT, US","Kanye West with N.E.R.D. at Foxwoods Casino & Resort (August 7, 2008)",41.4741796,-71.9604722,0.732038,2008-08-07,20:00:00,Foxwoods Casino & Resort
85,"Baltimore, MD, US",Virgin Mobile Festival 2008,39.29038,-76.61219,0.742714,2008-08-09,None,Unknown venue
86,"Baltimore, MD, US",Virgin Mobile Festival 2008 2008,39.34917,-76.67596,0.742714,2008-08-09,None,Pimlico Race Course
87,"Los Angeles, CA, US","Kanye West at Paramount Studios (September 7, 2008)",34.0834932,-118.3217417,0.656803,2008-09-07,None,Paramount Studios
88,"San Francisco, CA, US","Kanye West with Mos Def at The Fillmore (October 21, 2008)",37.7842566,-122.4332961,0.656803,2008-10-21,None,The Fillmore
89,"Universal City, CA, US","Kanye West with T.I. and Busta Rhymes at Universal CityWalk (December 9, 2008)",34.1380075,-118.3532429,0.7408,2008-12-09,19:15:00,Universal CityWalk
90,"Universal City, CA, US","The Cure, Staind, and Stone Temple Pilots with Death Cab for Cutie and 7 more… at Gibson Amphitheatre, Universal Studios Hollywood (December 14, 2008)",34.1380075,-118.3532429,0.734404,2008-12-14,00:00:00,"Gibson Amphitheatre, Universal Studios Hollywood"
91,"Los Angeles, CA, US",KROQ Almost Acoustic Christmas 2008,34.10885,-118.2234229,0.734404,2008-12-14,None,Unknown venue
92,"Chicago, IL, US","Kanye West and Lady Gaga at United Center (January 16, 2009)",41.8812601,-87.674145,0.735016,2009-01-16,00:00:00,United Center
93,"Austin, TX, US","Kanye West with Kid Cudi, Common, and Erykah Badu at Fader Fort (March 21, 2009)",30.263221,-97.73165,0.656803,2009-03-21,None,Fader Fort
94,"Chicago, IL, US","Kanye West at Chicago Theatre (June 11, 2009)",41.88537,-87.627457,0.684506,2009-06-11,20:30:00,Chicago Theatre
95,"Atlanta, GA, US","blast from the past and Lady Gaga with Dru Hill and Kanye West at Philips Arena (December 11, 2009)",33.7570952,-84.3971653,0.735016,2009-12-11,20:00:00,Philips Arena
96,"Washington, DC, US","Lady Gaga and Kanye West at Verizon Center (December 30, 2009)",38.8975641,-77.0210577,0.735016,2009-12-30,20:00:00,Verizon Center
97,"Houston, TX, US","Kanye West and Lady Gaga at Toyota Center (January 22, 2010)",29.7519787,-95.3621823,0.735016,2010-01-22,20:00:00,Toyota Center
98,"New York, NY, US","Kanye West with Bon Iver, Rick Ross, Nicki Minaj, and 4 more… at The Bowery Ballroom (November 23, 2010)",40.7203623,-73.9935389,0.701576,2010-11-23,None,The Bowery Ballroom
99,"Austin, TX, US",SXSW 2011,30.26715,-97.74306,0.743668,2011-03-11,12:00:00,Unknown venue
100,"Indio, CA, US",Coachella 2011,33.72058,-116.21556,0.742714,2011-04-15,23:59:20,Unknown venue
101,"Milwaukee, WI, US","Kanye West with Kid Cudi at American Family Insurance Amphitheater (June 30, 2011)",43.0344936,-87.8993557,0.737935,2011-06-30,19:30:00,American Family Insurance Amphitheater
102,"Milwaukee, WI, US",SummerFest 2011,43.0824328,-87.879523,0.737047,2011-06-30,None,Unknown venue
103,"New Orleans, LA, US",Essence Music Festival 2011,29.9516701,-90.0784038,0.727251,2011-07-01,19:00:00,Mercedes-Benz Superdome
104,"Austin, TX, US",Austin City Limits Music Festival 2011,30.2679,-97.77218,1.0,2011-09-16,23:59:00,Zilker Park
105,"Auburn Hills, MI, US","Jay-Z and Kanye West at The Palace of Auburn Hills (September 22, 2011)",42.696511,-83.2437214,0.719967,2011-09-22,18:30:00,The Palace of Auburn Hills
106,"East Rutherford, NJ, US","Jay-Z and Kanye West at Izod Center (September 27, 2011)",40.8129701,-74.0701818,0.719967,2011-09-27,18:30:00,Izod Center
107,"East Rutherford, NJ, US","Jay-Z and Kanye West at Izod Center (September 28, 2011)",40.8129701,-74.0701818,0.719967,2011-09-28,18:30:00,Izod Center
108,"Washington, DC, US","Jay-Z and Kanye West at Verizon Center (September 29, 2011)",38.8975641,-77.0210577,0.719967,2011-09-29,18:00:00,Verizon Center
109,"Philadelphia, PA, US","Jay-Z and Kanye West at Wells Fargo Center (October 4, 2011)",39.9042715,-75.1713324,0.719967,2011-10-04,18:30:00,Wells Fargo Center
110,"Chicago, IL, US","Jay-Z and Kanye West at United Center (October 6, 2011)",41.8812601,-87.674145,0.719967,2011-10-06,18:30:00,United Center
111,"San Jose, CA, US","Jay-Z and Kanye West at SAP Center at San Jose (October 16, 2011)",37.3325116,-121.9011855,0.732285,2011-10-16,18:30:00,SAP Center at San Jose
112,"Sacramento, CA, US","Jay-Z and Kanye West at Sleep Train Arena (October 17, 2011)",38.648005,-121.517077,0.719967,2011-10-17,18:30:00,Sleep Train Arena
113,"Los Angeles, CA, US","Jay-Z and Kanye West at Staples Center (October 19, 2011)",34.042984,-118.2668182,0.719967,2011-10-19,15:30:00,Staples Center
114,"Las Vegas, NV, US","Jay-Z and Kanye West at MGM Grand Hotel & Casino (October 21, 2011)",36.1030179,-115.1676888,0.719967,2011-10-21,18:30:00,MGM Grand Hotel & Casino
115,"Atlanta, GA, US","Jay-Z and Kanye West at Philips Arena (October 28, 2011)",33.7570952,-84.3971653,0.719967,2011-10-28,19:30:00,Philips Arena
116,"Atlanta, GA, US","Jay-Z and Kanye West at Philips Arena (October 29, 2011)",33.7570952,-84.3971653,0.719967,2011-10-29,None,Philips Arena
117,"Greensboro, NC, US","Kanye West and Jay-Z at Greensboro Coliseum Complex (October 30, 2011)",36.0597573,-79.8256684,0.719967,2011-10-30,None,Greensboro Coliseum Complex
118,"Baltimore, MD, US","Jay-Z and Kanye West at Royal Farms Arena (November 1, 2011)",39.2884951,-76.6186943,0.719967,2011-11-01,19:30:00,Royal Farms Arena
119,"Philadelphia, PA, US","Kanye West and Jay-Z at Wells Fargo Center (November 2, 2011)",39.9042715,-75.1713324,0.719967,2011-11-02,None,Wells Fargo Center
120,"Washington, DC, US","Kanye West and Jay-Z at Verizon Center (November 3, 2011)",38.8975641,-77.0210577,0.719967,2011-11-03,None,Verizon Center
121,"East Rutherford, NJ, US","Kanye West with Jay-Z at Izod Center (November 5, 2011)",40.8129701,-74.0701818,0.719967,2011-11-05,19:30:00,Izod Center
122,"East Rutherford, NJ, US","Jay-Z and Kanye West at Izod Center (November 6, 2011)",40.8129701,-74.0701818,0.719967,2011-11-06,19:30:00,Izod Center
123,"New York, NY, US","Jay-Z and Kanye West at Madison Square Garden (November 7, 2011)",40.7497096,-73.991556,0.736505,2011-11-07,03:30:00,Madison Square Garden
124,"New York, NY, US","Jay-Z and Kanye West at Madison Square Garden (November 8, 2011)",40.7497096,-73.991556,0.736505,2011-11-08,None,Madison Square Garden
125,"Sunrise, FL, US","Jay-Z and Kanye West at BB&T Center (November 14, 2011)",26.155362,-80.33023,0.719967,2011-11-14,19:30:00,BB&T Center
126,"Miami, FL, US","Jay-Z and Kanye West at AmericanAirlines Arena (November 15, 2011)",25.781232,-80.187805,0.732285,2011-11-15,19:30:00,AmericanAirlines Arena
127,"Uncasville, CT, US","Jay-Z and Kanye West at Mohegan Sun Arena (November 18, 2011)",41.4917338,-72.0909173,0.719967,2011-11-18,19:30:00,Mohegan Sun Arena
128,"Atlantic City, NJ, US","Jay-Z and Kanye West at Boardwalk Hall (November 19, 2011)",39.354905,-74.438391,0.719967,2011-11-19,19:30:00,Boardwalk Hall
129,"Boston, MA, US","Kanye West and Jay-Z at TD Garden (November 21, 2011)",42.3661881,-71.0621482,0.719967,2011-11-21,18:30:00,TD Garden
130,"Auburn Hills, MI, US","Jay-Z and Kanye West at The Palace of Auburn Hills (November 26, 2011)",42.696511,-83.2437214,0.719967,2011-11-26,None,The Palace of Auburn Hills
131,"Pittsburgh, PA, US","Jay-Z and Kanye West at PPG Paints Arena (November 27, 2011)",40.4395932,-79.9889352,0.744413,2011-11-27,03:30:00,PPG Paints Arena
132,"Kansas City, MO, US","Jay-Z and Kanye West at Sprint Center (November 29, 2011)",39.0971547,-94.5810277,0.719967,2011-11-29,19:30:00,Sprint Center
133,"Chicago, IL, US","Jay-Z and Kanye West at United Center (November 30, 2011)",41.8812601,-87.674145,0.719967,2011-11-30,03:30:00,United Center
134,"Chicago, IL, US","Kanye West and Jay-Z at United Center (December 1, 2011)",41.8812601,-87.674145,0.719967,2011-12-01,19:30:00,United Center
135,"New Orleans, LA, US","Jay-Z and Kanye West at New Orleans Arena (December 3, 2011)",29.9519059,-90.0795886,0.719967,2011-12-03,19:30:00,New Orleans Arena
136,"Houston, TX, US","Jay-Z and Kanye West at Toyota Center (December 5, 2011)",29.7519787,-95.3621823,0.719967,2011-12-05,None,Toyota Center
137,"Dallas, TX, US","Kanye West and Jay-Z at American Airlines Center (December 6, 2011)",32.790442,-96.810159,0.719967,2011-12-06,19:30:00,American Airlines Center
138,"Las Vegas, NV, US","Kanye West and Jay-Z at Garden Arena - MGM Grand (December 9, 2011)",36.1022507,-115.1699679,0.734114,2011-12-09,19:30:00,Garden Arena - MGM Grand
139,"Los Angeles, CA, US","Jay-Z and Kanye West at Staples Center (December 11, 2011)",34.042984,-118.2668182,0.719967,2011-12-11,19:30:00,Staples Center
140,"Los Angeles, CA, US","Kanye West and Jay-Z at Staples Center (December 12, 2011)",34.042984,-118.2668182,0.719967,2011-12-12,None,Staples Center
141,"Los Angeles, CA, US","Jay-Z and Kanye West at Staples Center (December 13, 2011)",34.042984,-118.2668182,0.719967,2011-12-13,03:30:00,Staples Center
142,"San Jose, CA, US","Kanye West and Jay-Z at SAP Center at San Jose (December 14, 2011)",37.3325116,-121.9011855,0.732285,2011-12-14,19:30:00,SAP Center at San Jose
143,"Tacoma, WA, US","Jay-Z and Kanye West at Tacoma Dome (December 16, 2011)",47.23634,-122.426834,0.719967,2011-12-16,19:30:00,Tacoma Dome
144,"Atlantic City, NJ, US","Kanye West at Revel Ovation Hall (July 6, 2012)",39.3722269,-74.4497173,0.684506,2012-07-06,21:00:00,Revel Ovation Hall
145,"Atlantic City, NJ, US","Kanye West at Revel Ovation Hall (July 7, 2012)",39.3722269,-74.4497173,0.684506,2012-07-07,21:00:00,Revel Ovation Hall
146,"Philadelphia, PA, US",Budweiser Made in America Festival 2012,39.96021,-75.17355,0.844363,2012-09-01,12:00:00,Benjamin Franklin Parkway
147,"New York, NY, US",12.12.12: The Concert For Sandy Relief 2012,40.7497096,-73.991556,0.736505,2012-12-12,19:30:00,Madison Square Garden
148,"Atlantic City, NJ, US","Kanye West at Revel Ovation Hall (December 28, 2012)",39.3722269,-74.4497173,0.684506,2012-12-28,22:00:00,Revel Ovation Hall
149,"Atlantic City, NJ, US","Kanye West with Alesso and Otto Knows at Revel Ovation Hall (December 29, 2012)",39.3722269,-74.4497173,0.724081,2012-12-29,22:00:00,Revel Ovation Hall
150,"Atlantic City, NJ, US","Kanye West with Kaskade at Revel Ovation Hall (December 30, 2012)",39.3722269,-74.4497173,0.684506,2012-12-30,22:00:00,Revel Ovation Hall
151,"New York, NY, US",The Governors Ball Music Festival 2013,40.78377,-73.92567,0.743827,2013-06-07,12:00:00,Randall's Island
152,"Seattle, WA, US","Kanye West with Kendrick Lamar at KeyArena at Seattle Center (October 19, 2013)",47.6216358,-122.350699,0.732285,2013-10-19,None,KeyArena at Seattle Center
153,"San Jose, CA, US","Kanye West with Kendrick Lamar at SAP Center at San Jose (October 22, 2013)",37.3325116,-121.9011855,0.732285,2013-10-22,None,SAP Center at San Jose
154,"Oakland, CA, US","Kanye West with Kendrick Lamar at Oracle Arena (October 23, 2013)",37.7515541,-122.2015715,0.701576,2013-10-23,19:30:00,Oracle Arena
155,"Las Vegas, NV, US","Kanye West at Garden Arena - MGM Grand (October 25, 2013)",36.1022507,-115.1699679,0.734114,2013-10-25,None,Garden Arena - MGM Grand
156,"Los Angeles, CA, US","Kanye West with Kendrick Lamar at Staples Center (October 26, 2013)",34.042984,-118.2668182,0.701576,2013-10-26,20:00:00,Staples Center
157,"Los Angeles, CA, US","Kanye West with Kendrick Lamar at Staples Center (October 28, 2013)",34.042984,-118.2668182,0.701576,2013-10-28,19:30:00,Staples Center
158,"Salt Lake City, UT, US","Kanye West with Kendrick Lamar at Vivint Smart Home Arena (November 1, 2013)",40.7677204,-111.9011271,0.730942,2013-11-01,None,Vivint Smart Home Arena
159,"Chicago, IL, US","Kanye West with Kendrick Lamar at United Center (November 7, 2013)",41.8812601,-87.674145,0.701576,2013-11-07,None,United Center
