Event Number,City,Event Name,Latitude,Longitude,Popularity,Start Date,Start Time,Venue
46,"San Francisco, CA, US","Radiohead at Justin Herman Plaza (April 3, 1995)",37.793992,-122.3948962,0.615851,1995-04-03,None,Justin Herman Plaza
47,"Tinley Park, IL, US","R.E.M. with Radiohead at Hollywood Casino Amphitheatre (April 5, 1995)",41.5426102,-87.7711529,0.602719,1995-04-05,None,Hollywood Casino Amphitheatre
48,"Washington, DC, US","Radiohead at Walter E. Washington Convention Center (April 9, 1995)",38.9047767,-77.0229363,0.696881,1995-04-09,None,Walter E. Washington Convention Center
49,"Boston, MA, US","Radiohead at Paradise Lounge (May 26, 1995)",42.3504745,-71.1096202,0.716702,1995-05-26,None,Paradise Lounge
50,"Providence, RI, US","Radiohead at Lupo's Heartbreak Hotel (May 27, 1995)",41.823807,-71.414551,0.716702,1995-05-27,None,Lupo's Heartbreak Hotel
51,"Northampton, MA, US","Radiohead at Pearl Street Nightclub (May 28, 1995)",42.31889,-72.62746,0.716702,1995-05-28,None,Pearl Street Nightclub
52,"New Haven, CT, US","Radiohead at Toad's Place (May 30, 1995)",41.311571,-72.9293591,0.716702,1995-05-30,None,Toad's Place
53,"New York, NY, US","Radiohead at Tramps (June 1, 1995)",40.7413547,-73.9931204,0.599306,1995-06-01,None,Tramps
54,"Philadelphia, PA, US","Radiohead with David Gray at Theater of the Living Arts (June 3, 1995)",39.941305,-75.148678,0.716702,1995-06-03,None,Theater of the Living Arts
55,"Minneapolis, MN, US","Radiohead and Elastica with David Gray at First Avenue Mainroom (June 4, 1995)",44.97827,-93.27608,0.586416,1995-06-04,None,First Avenue Mainroom
56,"Cleveland, OH, US","Radiohead and David Gray at Peabody's (June 7, 1995)",41.500939,-81.6755469,0.716702,1995-06-07,None,Peabody's
57,"Detroit, MI, US","Radiohead at St. Andrew's Hall (June 9, 1995)",42.3322098,-83.0414354,0.716702,1995-06-09,None,St. Andrew's Hall
58,"Chicago, IL, US","Radiohead with The Flaming Lips and David Gray at Metro (June 10, 1995)",41.9499156,-87.6588194,0.647312,1995-06-10,None,Metro
59,"Denver, CO, US","Radiohead with David Gray at Mercury Cafe (June 13, 1995)",39.7507419,-104.9851197,0.716702,1995-06-13,None,Mercury Cafe
60,"Hollywood, CA, US","Radiohead at Avalon (June 15, 1995)",34.10272,-118.327153,0.716702,1995-06-15,None,Avalon
61,"San Francisco, CA, US","Radiohead with Drugstore at Slim's (July 13, 1995)",37.7715171,-122.413259,0.716702,1995-07-13,None,Slim's
62,"San Diego, CA, US","Radiohead at Soma (July 14, 1995)",32.753815,-117.209272,0.716702,1995-07-14,None,Soma
63,"Mesa, AZ, US","Radiohead with Drugstore at Nile Theater (July 15, 1995)",33.4145172,-111.8345171,0.639856,1995-07-15,None,Nile Theater
64,"Lawrence, KS, US","Radiohead at The Bottleneck (July 18, 1995)",38.9698836,-95.2348711,0.716702,1995-07-18,None,The Bottleneck
65,"New Orleans, LA, US","Radiohead with Drugstore at Tipitina's Uptown (July 20, 1995)",29.9174145,-90.1008856,0.716702,1995-07-20,None,Tipitina's Uptown
66,"Atlanta, GA, US","Radiohead with Teenage Fanclub and Drugstore at The Masquerade (July 21, 1995)",33.7510307,-84.3902825,0.600616,1995-07-21,None,The Masquerade
67,"Carrboro, NC, US","Radiohead and Guided By Voices at Cat's Cradle (July 22, 1995)",35.910267,-79.068915,0.589931,1995-07-22,None,Cat's Cradle
68,"Cohoes, NY, US","Radiohead at Saratoga Winners (July 26, 1995)",42.7742446,-73.7001187,0.599396,1995-07-26,None,Saratoga Winners
69,"Miami, FL, US","R.E.M. with Radiohead at Miami Arena (September 8, 1995)",25.805128,-80.194311,0.716702,1995-09-08,None,Miami Arena
70,"Antioch, TN, US","R.E.M. with Radiohead at Starwood Amphitheatre (September 11, 1995)",36.038569,-86.60704,0.716702,1995-09-11,None,Starwood Amphitheatre
71,"Baton Rouge, LA, US","Radiohead and R.E.M. at Pete Maravich Assembly Center, LSU (September 13, 1995)",30.4132153,-91.1842581,0.591154,1995-09-13,None,"Pete Maravich Assembly Center, LSU"
72,"The Woodlands, TX, US","Radiohead and R.E.M. at Cynthia Woods Mitchell Pavilion (September 15, 1995)",30.161593,-95.464029,0.716702,1995-09-15,None,Cynthia Woods Mitchell Pavilion
73,"The Woodlands, TX, US","Radiohead and R.E.M. at Cynthia Woods Mitchell Pavilion (September 16, 1995)",30.161593,-95.464029,0.716702,1995-09-16,None,Cynthia Woods Mitchell Pavilion
74,"Austin, TX, US","R.E.M. with Radiohead and Natalie Merchant at Southpark Meadows (September 17, 1995)",30.1575473,-97.7912977,0.589686,1995-09-17,None,Southpark Meadows
75,"Dallas, TX, US","R.E.M. with Radiohead at Reunion Arena (September 19, 1995)",32.7715718,-96.8080043,0.716702,1995-09-19,None,Reunion Arena
76,"Dallas, TX, US","R.E.M. with Radiohead at Gexa Energy Pavilion (September 20, 1995)",32.7740979,-96.7568521,0.716702,1995-09-20,None,Gexa Energy Pavilion
77,"Maryland Heights, MO, US","R.E.M. with Radiohead at Verizon Wireless (September 22, 1995)",38.7456419,-90.469956,0.711631,1995-09-22,None,Verizon Wireless
78,"Maryland Heights, MO, US","R.E.M. with Radiohead at Verizon Wireless (September 23, 1995)",38.7456419,-90.469956,0.711631,1995-09-23,None,Verizon Wireless
79,"Noblesville, IN, US","R.E.M. with Radiohead at Verizon Wireless Music Center (September 26, 1995)",40.0049812,-85.9309888,0.716702,1995-09-26,None,Verizon Wireless Music Center
80,"East Lansing, MI, US","R.E.M. and Patti Smith with Radiohead at Jack Breslin Student Events Center (September 27, 1995)",42.7250416,-84.4912807,0.591685,1995-09-27,None,Jack Breslin Student Events Center
81,"Buffalo, NY, US","R.E.M. with Radiohead at Buffalo Memorial Auditorium (September 29, 1995)",42.8796829,-78.8761815,0.716702,1995-09-29,None,Buffalo Memorial Auditorium
82,"Hershey, PA, US","Radiohead and R.E.M. at Hersheypark Stadium (September 30, 1995)",40.2926999,-76.6541182,0.716702,1995-09-30,None,Hersheypark Stadium
83,"Hartford, CT, US","Radiohead and R.E.M. at Xfinity Theatre (October 1, 1995)",41.7801718,-72.6693191,0.695389,1995-10-01,None,Xfinity Theatre
84,"New York, NY, US","Radiohead at Mercury Lounge (October 2, 1995)",40.7221646,-73.9867142,0.716702,1995-10-02,None,Mercury Lounge
85,"Denver, CO, US","Radiohead with Soul Asylum at Ogden Theatre (October 4, 1995)",39.740118,-104.975305,0.716702,1995-10-04,None,Ogden Theatre
86,"Seattle, WA, US","Radiohead with Soul Asylum at Paramount Theatre (October 8, 1995)",47.613296,-122.33139,0.716702,1995-10-08,None,Paramount Theatre
87,"Salem, OR, US","Radiohead with Soul Asylum at Salem Armory (October 9, 1995)",44.9574443,-123.0111337,0.716702,1995-10-09,None,Salem Armory
88,"Santa Cruz, CA, US","Radiohead with Soul Asylum and The Nixons at Santa Cruz Civic Auditorium (October 11, 1995)",36.9742924,-122.0285422,0.600755,1995-10-11,None,Santa Cruz Civic Auditorium
89,"San Francisco, CA, US","Radiohead with Soul Asylum at The Warfield (October 12, 1995)",37.7826598,-122.4101811,0.716702,1995-10-12,None,The Warfield
90,"Hollywood, CA, US","Radiohead with Soul Asylum at Hollywood Palladium (October 16, 1995)",34.09815,-118.324535,0.716702,1995-10-16,None,Hollywood Palladium
91,"Hollywood, CA, US","Radiohead with Soul Asylum at Hollywood Palladium (October 17, 1995)",34.09815,-118.324535,0.716702,1995-10-17,None,Hollywood Palladium
92,"Berkeley, CA, US","Radiohead at Berkeley Community Theatre (December 15, 1995)",37.8688166,-122.271559,0.716702,1995-12-15,None,Berkeley Community Theatre
93,"San Jose, CA, US","Radiohead and Everclear with Sonic Youth, Oasis, and 6 more… at Event Center Arena, SJSU (December 16, 1995)",37.3350794,-121.8807548,0.613108,1995-12-16,None,"Event Center Arena, SJSU"
94,"Universal City, CA, US","Radiohead and No Doubt with Porno for Pyros at Gibson Amphitheatre, Universal Studios Hollywood (December 17, 1995)",34.1380075,-118.3532429,0.620655,1995-12-17,None,"Gibson Amphitheatre, Universal Studios Hollywood"
95,"Universal City, CA, US","Radiohead with Bush and Silverchair at Gibson Amphitheatre, Universal Studios Hollywood (December 18, 1995)",34.1380075,-118.3532429,0.620655,1995-12-18,None,"Gibson Amphitheatre, Universal Studios Hollywood"
96,"West Hollywood, CA, US","Radiohead at Troubadour (March 14, 1996)",34.0815247,-118.3891802,0.716702,1996-03-14,None,Troubadour
97,"Portland, OR, US","Radiohead and David Gray at La Luna (March 25, 1996)",45.520936,-122.656976,0.716702,1996-03-25,None,La Luna
98,"San Francisco, CA, US","Radiohead, David Gray, and Quicksilver at The Fillmore (March 27, 1996)",37.7842566,-122.4332961,0.694858,1996-03-27,None,The Fillmore
99,"Los Angeles, CA, US","Radiohead and David Gray at The Wiltern (March 28, 1996)",34.0619389,-118.3088392,0.716702,1996-03-28,None,The Wiltern
100,"Los Angeles, CA, US","Radiohead with David Gray at The Wiltern (March 29, 1996)",34.0619389,-118.3088392,0.716702,1996-03-29,None,The Wiltern
101,"San Diego, CA, US","Radiohead with David Gray at Soma (March 30, 1996)",32.753815,-117.209272,0.716702,1996-03-30,None,Soma
102,"Minneapolis, MN, US","Radiohead and David Gray at First Avenue Mainroom (April 3, 1996)",44.97827,-93.27608,0.586416,1996-04-03,None,First Avenue Mainroom
103,"Chicago, IL, US","Radiohead with David Gray at Metro (April 4, 1996)",41.9499156,-87.6588194,0.716702,1996-04-04,None,Metro
104,"Cleveland, OH, US","Radiohead with David Gray at Odeon (April 9, 1996)",41.4984162,-81.7028503,0.716702,1996-04-09,None,Odeon
105,"Washington, DC, US","David Gray and Radiohead at 9:30 Club (April 10, 1996)",38.9178658,-77.0237219,0.716702,1996-04-10,None,9:30 Club
106,"Philadelphia, PA, US","Radiohead with David Gray at Trocadero Theatre (April 11, 1996)",39.953617,-75.156856,0.716702,1996-04-11,None,Trocadero Theatre
107,"New York, NY, US","Radiohead and David Gray at Roseland Ballroom (April 12, 1996)",40.7631247,-73.9842025,0.716702,1996-04-12,None,Roseland Ballroom
108,"Boston, MA, US","Radiohead and David Gray at House of Blues (April 13, 1996)",42.3471727,-71.0957007,0.716702,1996-04-13,None,House of Blues
109,"Darien Center, NY, US","Alanis Morissette with Radiohead at Darien Lake Performing Arts Center (August 12, 1996)",42.9131989,-78.3894454,0.716702,1996-08-12,None,Darien Lake Performing Arts Center
110,"Mansfield, MA, US","Radiohead and Alanis Morissette at Xfinity Center (August 13, 1996)",41.9944318,-71.2106493,0.695389,1996-08-13,None,Xfinity Center
111,"Mansfield, MA, US","Radiohead and Alanis Morissette at Xfinity Center (August 14, 1996)",41.9944318,-71.2106493,0.695389,1996-08-14,None,Xfinity Center
112,"Wantagh, NY, US","Alanis Morissette with Radiohead at Northwell Health at Jones Beach Theater (August 16, 1996)",40.6011406,-73.502518,0.599328,1996-08-16,None,Northwell Health at Jones Beach Theater
113,"Wantagh, NY, US","Alanis Morissette with Radiohead at Northwell Health at Jones Beach Theater (August 17, 1996)",40.6011406,-73.502518,0.599328,1996-08-17,None,Northwell Health at Jones Beach Theater
114,"East Rutherford, NJ, US","Radiohead and Alanis Morissette at Izod Center (August 19, 1996)",40.8129701,-74.0701818,0.716702,1996-08-19,None,Izod Center
115,"Hartford, CT, US","Radiohead and Alanis Morissette at Xfinity Theatre (August 20, 1996)",41.7801718,-72.6693191,0.695389,1996-08-20,None,Xfinity Theatre
116,"Columbia, MD, US","Radiohead and Alanis Morissette at Merriweather Post Pavilion (August 22, 1996)",39.2087707,-76.8627794,0.695389,1996-08-22,None,Merriweather Post Pavilion
117,"Philadelphia, PA, US","Radiohead and Alanis Morissette at Wachovia Spectrum Center (August 23, 1996)",39.9045537,-75.1736495,0.716702,1996-08-23,None,Wachovia Spectrum Center
118,"Hershey, PA, US","Radiohead and Alanis Morissette at Hersheypark Stadium (August 26, 1996)",40.2926999,-76.6541182,0.716702,1996-08-26,None,Hersheypark Stadium
119,"Burgettstown, PA, US","Radiohead and Alanis Morissette at Keybank Pavilion (August 27, 1996)",40.4197818,-80.4342124,0.60091,1996-08-27,None,Keybank Pavilion
120,"Clarkston, MI, US","Alanis Morissette with Radiohead at DTE Energy Music Theatre (August 29, 1996)",42.7510124,-83.380305,0.716702,1996-08-29,None,DTE Energy Music Theatre
121,"New York, NY, US","Radiohead at Downing Stadium (June 7, 1997)",40.7932271,-73.9212858,0.590697,1997-06-07,None,Downing Stadium
122,"New York, NY, US",Tibetan Freedom Concert 1997,40.71278,-74.00594,0.879156,1997-06-07,None,Unknown venue
123,"New York, NY, US","Radiohead at Irving Plaza (June 9, 1997)",40.734917,-73.9884469,0.649851,1997-06-09,None,Irving Plaza
124,"West Hollywood, CA, US","Radiohead at Troubadour (June 13, 1997)",34.0815247,-118.3891802,0.716702,1997-06-13,None,Troubadour
125,"Los Angeles, CA, US","Radiohead with Teenage Fanclub at The Wiltern (July 26, 1997)",34.0619389,-118.3088392,0.716702,1997-07-26,None,The Wiltern
126,"San Francisco, CA, US","Radiohead with Teenage Fanclub at The Warfield (July 27, 1997)",37.7826598,-122.4101811,0.716702,1997-07-27,None,The Warfield
127,"Bremerton, WA, US","Radiohead, Foo Fighters, and The Offspring with GusGus and 12 more… at Kitsap County Fairgrounds & Events Center (August 2, 1997)",47.6322753,-122.6647255,0.589228,1997-08-02,None,Kitsap County Fairgrounds & Events Center
128,"Estacada, OR, US",Big Stink 2 1997,45.2895655,-122.3336963,0.589991,1997-08-03,None,Unknown venue
129,"Minneapolis, MN, US","Radiohead with Teenage Fanclub at State Theatre (August 5, 1997)",44.9768522,-93.2760663,0.716702,1997-08-05,None,State Theatre
130,"Chicago, IL, US","Radiohead with Teenage Fanclub at Riviera Theatre (August 7, 1997)",41.9685617,-87.6596996,0.716702,1997-08-07,None,Riviera Theatre
131,"Atlanta, GA, US","Radiohead with Teenage Fanclub at The Masquerade (August 10, 1997)",33.7510307,-84.3902825,0.600616,1997-08-10,None,The Masquerade
132,"Washington, DC, US","Radiohead with Teenage Fanclub at 9:30 Club (August 12, 1997)",38.9178658,-77.0237219,0.716702,1997-08-12,None,9:30 Club
133,"Pittsburgh, PA, US","Radiohead with Teenage Fanclub at Metropol (August 13, 1997)",40.4498574,-79.9869969,0.673334,1997-08-13,None,Metropol
134,"Detroit, MI, US","Radiohead with Teenage Fanclub at The Fillmore Detroit (August 15, 1997)",42.3377981,-83.0515231,0.716702,1997-08-15,None,The Fillmore Detroit
135,"Lakewood, OH, US","Radiohead with Teenage Fanclub at Lakewood Civic Auditorium (August 16, 1997)",41.5161162,-82.9965425,0.716702,1997-08-16,None,Lakewood Civic Auditorium
136,"Philadelphia, PA, US","Radiohead with Teenage Fanclub at Electric Factory (August 24, 1997)",39.9589847,-75.1502809,0.615722,1997-08-24,None,Electric Factory
137,"New York, NY, US","Radiohead with Teenage Fanclub at Manhattan Center Hammerstein Ballroom (August 26, 1997)",40.7528457,-73.9941767,0.602414,1997-08-26,None,Manhattan Center Hammerstein Ballroom
138,"New York, NY, US","Radiohead at Manhattan Center Hammerstein Ballroom (December 19, 1997)",40.7528457,-73.9941767,0.602414,1997-12-19,None,Manhattan Center Hammerstein Ballroom
139,"Dallas, TX, US","Radiohead with Spiritualized at Music Hall at Fair Park (March 29, 1998)",32.7803882,-96.7659878,0.716702,1998-03-29,None,Music Hall at Fair Park
140,"Universal City, CA, US","Radiohead with Spiritualized at Gibson Amphitheatre, Universal Studios Hollywood (April 1, 1998)",34.1380075,-118.3532429,0.618396,1998-04-01,None,"Gibson Amphitheatre, Universal Studios Hollywood"
141,"San Francisco, CA, US","Radiohead with Spiritualized at Bill Graham Civic Auditorium (April 2, 1998)",37.7785099,-122.4174684,0.716702,1998-04-02,None,Bill Graham Civic Auditorium
142,"Salem, OR, US","Radiohead and Spiritualized at Salem Armory (April 4, 1998)",44.9574443,-123.0111337,0.716702,1998-04-04,None,Salem Armory
143,"Seattle, WA, US","Radiohead and Spiritualized at Paramount Theatre (April 5, 1998)",47.613296,-122.33139,0.716702,1998-04-05,None,Paramount Theatre
144,"Rosemont, IL, US","Radiohead and Spiritualized at Rosemont Theatre (April 10, 1998)",41.9762359,-87.8643225,0.599045,1998-04-10,None,Rosemont Theatre
145,"Worcester, MA, US","Radiohead with Spiritualized at DCU Center (April 15, 1998)",42.2660513,-71.7985725,0.716702,1998-04-15,None,DCU Center
146,"New York, NY, US","Radiohead with Spiritualized at Radio City Music Hall (April 17, 1998)",40.760114,-73.980024,0.716702,1998-04-17,None,Radio City Music Hall
147,"New York, NY, US","Radiohead and Spiritualized at Radio City Music Hall (April 18, 1998)",40.760114,-73.980024,0.716702,1998-04-18,None,Radio City Music Hall
148,"Washington, DC, US","Radiohead with Pulp at 9:30 Club (June 13, 1998)",38.9178658,-77.0237219,0.716702,1998-06-13,None,9:30 Club
149,"Washington, DC, US",Tibetan Freedom Festival 1998,39.72547,-105.0080598,0.700016,1998-06-13,None,Unknown venue
150,"Washington, DC, US",Tibetan Freedom Concert 1998,39.72547,-105.0080598,0.695862,1998-06-13,None,Unknown venue
151,"Washington, DC, US","Beastie Boys, Sonic Youth, Red Hot Chili Peppers, Radiohead, and 1 more… at RFK Stadium (June 14, 1998)",38.889563,-76.97279,0.744147,1998-06-14,None,RFK Stadium
152,"Washington, DC, US","Radiohead at West Capitol Lawn (June 15, 1998)",38.8614495,-77.0028496,0.602521,1998-06-15,None,West Capitol Lawn
153,"New York, NY, US","Radiohead with Handsome Boy Modeling School at Roseland Ballroom (October 11, 2000)",40.7631247,-73.9842025,0.716702,2000-10-11,None,Roseland Ballroom
154,"Los Angeles, CA, US","Radiohead with Kid Koala and Handsome Boy Modeling School at Greek Theatre (October 20, 2000)",34.1180501,-118.2938303,0.716702,2000-10-20,None,Greek Theatre
155,"The Woodlands, TX, US","Radiohead at Cynthia Woods Mitchell Pavilion (June 18, 2001)",30.161593,-95.464029,0.716702,2001-06-18,None,Cynthia Woods Mitchell Pavilion
156,"Morrison, CO, US","Radiohead with The Beta Band at Red Rocks Amphitheatre (June 20, 2001)",39.6800052,-105.1972399,0.716702,2001-06-20,None,Red Rocks Amphitheatre
157,"George, WA, US","Radiohead with The Beta Band at Gorge Amphitheatre (June 23, 2001)",47.0959471,-119.9826336,0.716702,2001-06-23,None,Gorge Amphitheatre
158,"Mountain View, CA, US","Radiohead with The Beta Band at Shoreline Amphitheatre (June 27, 2001)",37.4233243,-122.0780286,0.716702,2001-06-27,None,Shoreline Amphitheatre
159,"Santa Barbara, CA, US","Radiohead with The Beta Band at Santa Barbara Bowl (June 29, 2001)",34.4351001,-119.6935747,0.716702,2001-06-29,None,Santa Barbara Bowl
160,"Santa Barbara, CA, US","Radiohead with The Beta Band at Santa Barbara Bowl (June 30, 2001)",34.4351001,-119.6935747,0.716702,2001-06-30,None,Santa Barbara Bowl
161,"Chicago, IL, US","Radiohead with The Beta Band and Kid Koala at Hutchinson Field, Grant Park (August 1, 2001)",41.8731686,-87.6205768,0.716702,2001-08-01,None,"Hutchinson Field, Grant Park"
162,"New York, NY, US","Radiohead with The Beta Band and Kid Koala at Madison Square Garden (August 7, 2001)",40.7497096,-73.991556,0.587626,2001-08-07,None,Madison Square Garden
163,"Cuyahoga Falls, OH, US","Radiohead with The Beta Band and Kid Koala at Blossom Music Center (August 8, 2001)",41.1913469,-81.5607834,0.716702,2001-08-08,None,Blossom Music Center
164,"Boston, MA, US","Radiohead with The Beta Band and Kid Koala at Suffolk Downs (August 14, 2001)",42.3944055,-71.0106416,0.587826,2001-08-14,None,Suffolk Downs
165,"Jersey City, NJ, US","Radiohead with The Beta Band and Kid Koala at Liberty State Park (August 16, 2001)",40.7008528,-74.0887576,0.602502,2001-08-16,None,Liberty State Park
166,"Jersey City, NJ, US","Radiohead with The Beta Band and Kid Koala at Liberty State Park (August 17, 2001)",40.7008528,-74.0887576,0.602502,2001-08-17,None,Liberty State Park
167,"Los Angeles, CA, US","Radiohead with The Beta Band and Kid Koala at Hollywood Bowl (August 20, 2001)",34.113088,-118.339373,0.716702,2001-08-20,None,Hollywood Bowl
168,"Mountain View, CA, US","Radiohead and Crosby, Stills, Nash & Young at Shoreline Amphitheatre (October 26, 2002)",37.4233243,-122.0780286,0.716702,2002-10-26,None,Shoreline Amphitheatre
169,"Mountain View, CA, US","Radiohead at Shoreline Amphitheatre (October 27, 2002)",37.4233243,-122.0780286,0.716702,2002-10-27,None,Shoreline Amphitheatre
170,"New York, NY, US","Radiohead at Beacon Theatre (June 5, 2003)",40.7760381,-73.9820377,0.716702,2003-06-05,None,Beacon Theatre
171,"East Rutherford, NJ, US",Field Day Festival (US) 2003,40.8116428,-74.0677452,0.589608,2003-06-07,None,Giants Stadium
